Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
Abokyikurom,6.5261504,-0.9343502,213.0,564.0,WorldPop_2020,isolated_dwelling,Bramkurom CHPS Compound,Clinic,6.515554,-0.8907326,4.96,0.82,64.77902689379238
Abokyikurom,6.6733031,-0.9195337,246.0,1444.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,15.06,0.53,66.5553009428476
Abom,6.5494577,-1.7177725,267.0,464.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,8.85,0.53,66.84740905178833
Aboma,6.1057981,-0.1645225,198.0,214.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,5.86,0.81,32.966955500611334
Aboman,5.7270168,-0.1967642,60.0,7385.0,WorldPop_2020,village/town/hamlet,Eben Kweku Newton Licensed Chemical Shop,Pharmacy,5.7318913,-0.2033705,0.91,0.82,59.413118657195234
Abomasarefo,7.1206081,-0.0120724,153.0,1187.0,WorldPop_2020,village/town/hamlet,Supom CHPs Compound,Health_Post,7.1788628,0.0049842,6.75,0.53,72.51936302011478
Abomosu,6.3025221,-0.7252218,163.0,8307.0,WorldPop_2020,village/town/hamlet,Abomosu Hospital,Hospital,6.3007816,-0.734213,1.01,0.81,32.791025848972836
Abompe,6.2004535,-0.8797807,176.0,1149.0,WorldPop_2020,village/town/hamlet,Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,7.87,0.53,47.986045956693054
Abompe,6.3792307,-0.4778773,221.0,2575.0,WorldPop_2020,village/town/hamlet,Pharmacy Healthline & Mart Retail,Pharmacy,6.3494602,-0.4862524,3.44,0.81,19.834292971498652
Abompe,6.7438582,-1.9269621,194.0,407.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,11.06,0.81,69.00157950666971
Abompekurom,6.2171381,-1.6738117,219.0,11644.0,WorldPop_2020,suburb,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,1.68,0.81,89.80523381512478
Abomposu,6.2594709,-1.5916121,224.0,319.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,8.63,0.81,90.82741746728418
Abon,6.8613662,-0.4513434,98.0,155.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,16.32,0.67,72.84323258167342
Abon,6.8746698,-0.4413046,111.0,1108.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,16.91,0.67,74.31423084296864
Abonko,5.2391792,-1.0293553,22.0,6113.0,WorldPop_2020,village/town/hamlet,Sahara Herbal clinic,Clinic,5.2569192,-1.0219939,2.13,0.81,124.60189938049588
Abonku,5.3939182,-0.7695878,62.0,771.0,WorldPop_2020,village/town/hamlet,Emergency Unit,Clinic,5.3411207,-0.7516456,6.2,0.81,96.34439639877095
Abono,6.5351065,-1.4301852,105.0,924.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,8.8,0.53,57.65164107306388
Abonse,5.9978851,-0.0213664,111.0,666.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.0105292,-0.0515671,3.62,0.63,52.19654657282611
Abonse,6.4145902,-2.6158268,185.0,484.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,16.31,0.81,29.5426352160046
Abonsuaso,6.8238159,-2.2237154,225.0,2187.0,WorldPop_2020,village/town/hamlet,St. Elizabeth Hospital,Hospital,6.9320854,-2.3580273,19.1,0.53,76.6147486487465
Abor,5.2918527,-0.9502975,41.0,4030.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,6.61,0.81,115.16671160904563
Abor,6.0625442,0.86207,26.0,6907.0,WorldPop_2020,village/town/hamlet,Gilter Pharmacy,Pharmacy,6.0670738,0.8600637,0.55,0.81,90.61755941144469
Abora,4.9076447,-2.0511711,43.0,1781.0,WorldPop_2020,locality,Unnamed Laboratory,Laboratory,4.9041732,-2.0664777,1.74,0.33,148.87863437154547
Abora,6.0625895,-1.9810981,135.0,993.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,12.81,0.53,57.26431041309364
Abore,5.8687028,-0.5317077,206.0,432.0,WorldPop_2020,isolated_dwelling,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,1.16,0.63,38.12936310650012
Aborgwe,5.535046,-0.2452612,23.0,80912.0,WorldPop_2020,suburb,Mamprobi Hospital,Hospital,5.5381795,-0.2452645,0.35,0.53,77.113373024057
Aborlove Nolopi,6.0349516,0.9237903,7.0,1398.0,WorldPop_2020,village/town/hamlet,Aborlove Nolopi CHPS Compound,Health_Post,6.0293181,0.9257891,0.66,0.53,98.04463229820274
Aborodwom,6.5223197,-1.4399292,112.0,301.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,7.02,0.53,59.16047244776308
Abortia Dorfor,6.2244596,0.1214209,39.0,732.0,WorldPop_2020,village/town/hamlet,DC Pharmacy,Pharmacy,6.2328892,0.0920081,3.38,0.81,29.55126979242833
Aborweseso,5.5432633,-1.2861836,133.0,697.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,25.34,0.81,118.19647125550902
Abosamso,6.3150505,-1.4141401,227.0,2389.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,18.18,0.53,81.83652021205542
Abosikurom,6.2573779,-0.9888916,147.0,351.0,WorldPop_2020,village/town/hamlet,Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,21.48,0.53,60.36135947365349
Aboso,5.362385,-1.949832,88.0,8790.0,GeoNames/OSM,village/town/hamlet,Aboso Clinic,Clinic,5.3658203,-1.9409662,1.05,0.81,108.26826759037887
Aboso,5.6176218,-1.5157531,90.0,463.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.6176515,-1.5359549,2.24,0.92,124.10759947130025
Abossey Okai,5.5591011,-0.2336242,14.0,76189.0,WorldPop_2020,suburb,Nakopat Pharmacy,Pharmacy,5.56492,-0.2345585,0.66,0.81,74.9648310192151
Abotakyi,5.9241319,-0.1309926,475.0,4589.0,WorldPop_2020,village/town/hamlet,Tetteh Quarshie Hospital,Hospital,5.9216374,-0.1323741,0.32,0.53,46.546476336270004
Abotanso,6.8883916,-1.2878819,399.0,822.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,3.97,0.92,21.302984898721647
Abotanso,6.9349552,-2.0647511,269.0,793.0,WorldPop_2020,village/town/hamlet,Anyinasuso Health Centre,Clinic,6.9590279,-2.100323,4.75,0.81,76.2102987099136
Abotanso,7.0799542,-0.0939405,167.0,1723.0,WorldPop_2020,village/town/hamlet,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.2,0.67,71.28763401992342
Abotanso No.1,7.07851,-0.09235,158.0,1514.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.41,0.67,71.07125682608815
Abotanso No.2,7.0828,-0.095,176.0,1719.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.34,0.67,71.62294351203457
Abotanso No.3,7.0794,-0.0979,166.0,1490.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.24,0.67,71.40673190191724
Abotareye,7.8694198,-2.0364726,227.0,203.0,WorldPop_2020,village/town/hamlet,Asubingya chip compounds,Clinic,7.7429908,-2.0629199,14.36,0.81,115.26340185783253
Aboterɛ Yɛ,5.9393459,-2.668103,232.0,345.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.8341252,-2.665354,11.7,0.61,33.66288024861249
Abotre,6.7845858,-0.5418947,89.0,918.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,20.15,0.83,65.2145900902405
Abotriansa,6.7646923,-0.9094459,274.0,157.0,WorldPop_2020,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,19.76,0.81,61.605110504764916
Abouhia,6.7470441,-1.6506223,251.0,69201.0,WorldPop_2020,suburb,7 Days pharmacy,Pharmacy,6.7504784,-1.642154,1.01,0.81,44.88487382283587
Abountem,7.4750536,-1.6993534,275.0,1246.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,9.57,0.53,58.00376127304138
Abour,7.6084567,-1.1207932,177.0,303.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.779132,-1.2251245,22.19,0.81,67.8782309091626
Abouso-Jerusalem,6.9297316,-2.7888184,212.0,362.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,25.0,0.53,89.2776512196328
Abowinum,5.3875133,-0.9838114,78.0,3762.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,5.31,0.61,108.03671535849558
Aboy Poultry Farm,10.5131352,-0.3677845,347.0,4730.0,WorldPop_2020,farm,Baptist Medical Center Nalerigu,Hospital,10.515869,-0.3640743,0.51,0.53,51.124210394026875
Abrabra,6.3017287,-2.6078649,182.0,693.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,11.85,0.81,19.018116877757883
Abrade,6.1114217,-1.1888709,117.0,626.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,26.77,0.53,82.81746953944081
Abrade,6.8154819,-1.5699479,324.0,463.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.8061066,-1.5431847,3.13,0.61,33.379532333891625
Abrafo Odumase,5.3351566,-1.3810645,127.0,916.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,10.14,0.81,141.15742527841198
Abrakaso,6.9285516,-1.509279,293.0,3651.0,WorldPop_2020,village/town/hamlet,Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,6.34,0.81,19.521169858496574
Abrankese,6.5506036,-1.4811909,280.0,1870.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,9.24,0.53,56.7208691655197
Abransa,5.078366,-1.5388799,22.0,3630.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,3.76,0.68,160.84058608059317
Abrefakrom,7.4747819,-2.1701509,363.0,1309.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,0.99,0.53,98.32920207403828
Abrekum,5.3079715,-0.7123304,14.0,1494.0,WorldPop_2020,village/town/hamlet,Emergency Unit,Clinic,5.3411207,-0.7516456,5.7,0.81,103.24143176209493
Abrem,5.1863369,-1.4267674,69.0,3189.0,WorldPop_2020,village/town/hamlet,Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,13.73,0.63,156.30361076646668
Abrem Berase,5.1901898,-1.3951965,60.0,1906.0,WorldPop_2020,village/town/hamlet,Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,11.37,0.63,153.58274188331896
Abremponsu,6.3228991,-0.2436277,500.0,532.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,13.85,0.95,26.06132941507286
Abrense,6.499522,-1.8314188,215.0,577.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,17.87,0.61,78.72003918215374
Abrense,7.0173683,-2.4544935,260.0,382.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,8.37,0.61,92.44209000821118
Abrepo,6.7272682,-1.6542739,271.0,76845.0,WorldPop_2020,suburb,County Hospital,Hospital,6.7265479,-1.6582299,0.44,0.53,46.81888087829176
Abresekurom,6.9903627,-2.6850291,252.0,344.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,17.02,0.53,92.10549072900159
Abreshia,5.1331184,-1.4239953,36.0,2552.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,10.43,0.68,160.38324527967615
Abrobiano,5.0423322,-1.5328166,5.0,2293.0,WorldPop_2020,village/town/hamlet,Komenda Health Center,Clinic,5.0530526,-1.4929279,4.58,0.92,164.3169365574322
Abrobuasen,6.0344114,-1.8825755,121.0,241.0,WorldPop_2020,village/town/hamlet,DOORMOSH,Clinic,5.9615088,-1.8845838,8.11,0.53,68.59795739467037
Abrodease,6.5501368,-1.8224133,236.0,973.0,WorldPop_2020,village/town/hamlet,Frimpong Boateng Medical Center,Hospital,6.6615016,-1.8205251,12.38,0.81,73.78140698291446
Abrofow,5.4136422,-0.9367062,82.0,4944.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,2.93,0.61,102.78686771073843
Abrokofe,6.3868947,-2.8904672,193.0,358.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,11.59,0.81,50.31333418651513
Abroma,6.9744089,-1.6084995,298.0,7635.0,WorldPop_2020,village/town/hamlet,Beked,Pharmacy,6.9637589,-1.6787319,7.84,0.81,26.18326397746361
Abronehia,6.0860018,-2.9243037,145.0,963.0,WorldPop_2020,village/town/hamlet,Enchi Government Hospital,Hospital,5.8305012,-2.8213004,30.61,0.53,49.82440880196736
Abrongo,8.1268101,-0.2220999,111.0,603.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,7.75,0.61,43.077065920378665
Abronye,7.4956058,-2.2694814,221.0,458.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,10.72,0.53,109.12776787394695
Abroso No.1,7.2047916,-2.5928787,273.0,545.0,WorldPop_2020,village/town/hamlet,Mw,Clinic,7.2206418,-2.6417699,5.67,0.81,113.74285544535454
Abrowogum,5.4961952,-1.0637856,63.0,1171.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,13.87,0.61,103.83566647168122
Abrubruwa,7.9369167,0.5403144,209.0,1069.0,WorldPop_2020,village/town/hamlet,Abubruwa CHPS Compound,Clinic,7.9330107,0.5377045,0.52,0.81,62.866957470159214
Abua,6.2210066,-0.2635056,333.0,513.0,WorldPop_2020,village/town/hamlet,CP,Pharmacy,6.2218955,-0.3655684,11.28,0.81,20.31993143905599
Abuaben,6.4751455,-0.7806268,229.0,503.0,WorldPop_2020,village/town/hamlet,Agyakwa Hospital,Hospital,6.5383131,-0.7672648,7.18,0.53,47.71708626613545
Abuakwa,5.6273864,-0.5896166,84.0,314.0,WorldPop_2020,village/town/hamlet,Ayiresu Chip Compound,Hospital,5.6211389,-0.5218935,7.53,0.63,65.57369584693883
Abuakwa,6.6985948,-1.7145056,241.0,12912.0,WorldPop_2020,village/town/hamlet,Abuakwa Health Center,Hospital,6.7012439,-1.715162,0.3,0.53,53.58586422720096
Abuakwa Breman,5.9562191,-1.751991,112.0,1430.0,WorldPop_2020,village/town/hamlet,St. Mark Hospital,Hospital,5.9677775,-1.7904634,4.44,0.53,84.84549595800529
Abuakwa Nkwanta,5.9408893,-1.7634706,137.0,937.0,WorldPop_2020,village/town/hamlet,St. Mark Hospital,Hospital,5.9677775,-1.7904634,4.23,0.53,84.15455627441081
Abuakwaa,6.2997293,-1.838496,202.0,861.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,14.72,0.92,72.66531697406874
Abuam,6.7501918,-0.8072993,287.0,229.0,WorldPop_2020,village/town/hamlet,Nat Herbal Clinic,Clinic,6.6342427,-0.7403711,14.86,0.92,72.22164215094963
Abuanokope,5.792658,0.4261386,3.0,3346.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.8635207,0.4333225,7.92,0.33,82.29811082697599
Abuasa,6.3955049,-0.1235533,280.0,705.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,2.64,0.95,33.272811599335796
Abuasu,7.3963911,-1.7094617,271.0,645.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,17.1,0.61,52.05516279067639
Abuatsian,6.455121,-0.1866791,358.0,475.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,7.41,0.95,38.80036540813385
Abude,6.4262853,-0.1266056,266.0,427.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,3.52,0.95,32.71199526767016
Abudo-kura,7.0782123,-0.1008028,171.0,1122.0,WorldPop_2020,village/town/hamlet,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.59,0.67,71.41674289429956
Abuenu,5.2223427,-1.2635618,86.0,729.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,3.05,0.67,141.24654507521768
Abuesi,4.982963,-1.6370059,6.0,11979.0,WorldPop_2020,village/town/hamlet,Aboadze Clinic,Clinic,4.9733344,-1.6500323,1.8,0.53,162.47474258568295
Abujuro,7.8776241,-0.0017091,198.0,871.0,WorldPop_2020,village/town/hamlet,Kete Krachi Goverment Hospital,Hospital,7.7943838,-0.056682,11.06,0.53,8.875115294220715
Abukyenso,5.9211809,-0.6891086,172.0,335.0,WorldPop_2020,village/town/hamlet,Asamankese Government Hospital,Hospital,5.8539806,-0.6786598,7.56,0.53,41.13760114696939
Abunyanya,8.5554881,0.3692117,146.0,1456.0,WorldPop_2020,village/town/hamlet,Kpassa Health Centre,Clinic,8.4959459,0.3139676,8.99,0.53,93.73245548154885
Abuom,6.6179823,-2.7039682,246.0,1191.0,WorldPop_2020,village/town/hamlet,Nakite CHPS,Clinic,6.6257935,-2.7639025,6.68,0.53,53.982779519348206
Abuom,7.1564483,-2.0839959,323.0,938.0,WorldPop_2020,village/town/hamlet,St. John of God Hospital,Hospital,7.1762749,-2.0976539,2.67,0.53,77.98232179254019
Abuontem,6.588436,-1.5652723,256.0,4814.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,3.78,0.53,55.23991990157605
Abuontem,7.1529545,-1.3940844,326.0,1065.0,WorldPop_2020,village/town/hamlet,kofiase health clinic,Clinic,7.1412636,-1.4834676,9.95,0.81,10.929426912221386
Abuoso,6.51736,-0.2692139,277.0,833.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,18.68,0.95,39.92879132944756
Abuoso,6.5227613,-1.5399614,228.0,668.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,8.25,0.53,61.233655136677086
Abura,5.3103937,-0.7698124,32.0,356.0,WorldPop_2020,village/town/hamlet,Emergency Unit,Clinic,5.3411207,-0.7516456,3.96,0.81,104.98444569598414
Abura Dunkwa,5.3403473,-1.1712848,107.0,10459.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,13.59,0.67,124.67457860367286
Abura Gyabankrom,5.2839093,-1.1173493,78.0,2492.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2650332,-1.0204381,10.93,0.81,125.89590473169196
Abura Tetsi,5.3499314,-1.1585154,91.0,3499.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,15.31,0.67,122.95310814848462
Aburaso,6.6090956,-0.4371813,399.0,630.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,17.34,0.67,44.9535921262857
Aburaso,6.6597129,-1.6739169,272.0,20298.0,WorldPop_2020,village/town/hamlet,Dong Steven Pharmacy,Pharmacy,6.6615485,-1.6735477,0.21,0.82,54.059015265736456
Aburaso,6.9318773,-1.9041192,261.0,963.0,WorldPop_2020,village/town/hamlet,Mankranso Government Hospital,Hospital,6.8210441,-1.8627434,13.14,0.81,58.88844770117771
Aburi,5.8474757,-0.1752664,436.0,18399.0,GeoNames/OSM,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.8229134,-0.1218929,6.51,0.33,49.425034315430445
Aburi,6.2732343,-2.0633092,177.0,653.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,10.34,0.92,47.69133188988241
Aburi Amanase,5.9763283,-0.5888119,213.0,913.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,13.02,0.63,29.595610472981765
Aburokyire,6.7057393,-1.9422063,189.0,212.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,12.15,0.61,72.6182307098375
Aburokyire,7.0736872,-1.7138433,320.0,361.0,WorldPop_2020,village/town/hamlet,Beked,Pharmacy,6.9637589,-1.6787319,12.82,0.81,36.337401475690775
Abusuakruwa,6.7326808,-1.6410238,269.0,95113.0,WorldPop_2020,suburb,Trekanet Pharmacy,Pharmacy,6.7289428,-1.6438374,0.52,0.82,45.43321966819621
Abutia,6.5103224,0.3721511,153.0,2098.0,WorldPop_2020,village/town/hamlet,Abutia-Agorve Health Centre,Health_Center,6.5057498,0.3649699,0.94,0.67,23.314491666333296
Abutia,6.5418962,0.446727,96.0,680.0,WorldPop_2020,village/town/hamlet,Have CHPs Compound,CHPS,6.527771,0.438216,1.83,0.67,31.986800227789477
Abutiakope,5.90481,0.9886934,5.0,18077.0,GeoNames/OSM,village/town/hamlet,Riad,Pharmacy,5.902439,0.9889165,0.26,0.81,111.92539107843817
Accra,5.5571096,-0.2012376,32.0,2388000.0,OSM,city,Ebenezer Chemist Limited,Pharmacy,5.5529127,-0.1995926,0.5,0.82,76.37300040272727
Accra Central,5.545953,-0.2073911,16.0,68142.0,WorldPop_2020,suburb,Club Road Clinic,Clinic,5.5444776,-0.2063852,0.2,0.81,77.29184251193915
Accra New Town,5.5850503,-0.2107677,36.0,85147.0,WorldPop_2020,suburb,Franeva,Pharmacy,5.5850293,-0.2128638,0.23,0.81,73.10967018817291
Accra Village,6.4019026,-0.5930689,190.0,544.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Hospital,6.3696878,-0.5306782,7.77,0.53,27.375063396017957
Acheakwao,6.5563854,-2.9397191,182.0,117.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,12.31,0.81,65.19736545853354
Acheampong Beposo,6.5344233,-2.5642347,214.0,581.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,7.8,0.81,39.95969340432406
Acherensua,6.9793867,-2.294622,217.0,4484.0,WorldPop_2020,village/town/hamlet,St. Elizabeth Hospital,Hospital,6.9320854,-2.3580273,8.75,0.53,90.647803643541
Achiachen,6.3790187,-2.6726798,206.0,915.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,10.6,0.81,30.138244007578802
Achiase,5.2929672,-1.3084205,73.0,62.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,8.55,0.67,138.71391238949175
Achiase,5.5090269,-0.7370952,84.0,6138.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.5316828,-0.7004953,4.77,0.61,83.2000443663942
Achiase,5.8354534,-0.9966928,166.0,30290.0,WorldPop_2020,village/town/hamlet,Achiase Health Centre,Hospital,5.8447952,-1.0011211,1.15,0.63,73.23697029337228
Achiase,6.4544121,-1.3129529,213.0,2915.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,17.67,0.53,66.84638162694381
Achiase,6.7815189,-1.6824866,267.0,5123.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.7724299,-1.6459341,4.16,0.61,44.59390332233357
Achiase Wansamire,6.6715173,-2.3055594,198.0,322.0,WorldPop_2020,village/town/hamlet,Goemat Pharmacy,Pharmacy,6.6927098,-2.4422716,15.28,0.81,57.640514302231765
Achiasewa,5.9566275,-1.2598175,126.0,525.0,WorldPop_2020,village/town/hamlet,Boys Dormitory,Clinic,5.9689484,-0.9933071,29.51,0.63,94.08657937920168
Achiasi,5.4212889,-0.8340746,78.0,673.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,7.88,0.81,96.50131995523883
Achiasi,6.3007583,-1.6631144,224.0,1140.0,WorldPop_2020,village/town/hamlet,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,10.12,0.81,88.82788222079829
Achimfo,5.782943,-2.7253737,69.0,1181.0,WorldPop_2020,village/town/hamlet,Achimfo Chips,Clinic,5.7842722,-2.7227839,0.32,0.81,51.5626337979268
Achimota,5.6242019,-0.2276807,19.0,22767.0,GeoNames/OSM,village/town/hamlet,Phersons Pharmacy,Pharmacy,5.6216908,-0.2307753,0.44,0.82,68.39689151132882
Achinakrom,6.6613054,-1.468128,279.0,2674.0,WorldPop_2020,village/town/hamlet,Obaapa OTC,Pharmacy,6.6583093,-1.5120207,4.86,0.82,44.43214637759943
Achowa Point,4.7600418,-1.9753069,19.0,194.0,WorldPop_2020,locality,Unnamed Pharmacy,Pharmacy,4.8888154,-1.9650078,14.36,0.61,167.06356877134178
Achubunyur,9.1189044,-1.6595094,185.0,286.0,WorldPop_2020,village/town/hamlet,West Gonja Hospital,Hospital,9.0635758,-1.7992513,16.53,0.81,165.1459486073989
Acquahkrom,5.7213536,-1.6620912,108.0,340.0,WorldPop_2020,village/town/hamlet,Mmaa Baasa CHPS Compound,Clinic,5.6520981,-1.5721956,12.58,0.92,104.34012874199851
Acquai Allah,5.8831178,-2.6647939,124.0,590.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.8341252,-2.665354,5.45,0.61,38.61154366481154
Ada,5.9169853,-0.5699183,130.0,653.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,6.17,0.63,34.43685201007035
Ada Boreso,7.3366714,-2.4622167,287.0,204.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,8.17,0.81,122.94782610177039
Ada Foah,5.781638,0.633197,6.0,11762.0,WorldPop_2020,village/town/hamlet,Ada East District Hospital,Hospital,5.8893838,0.5697255,13.89,0.53,93.9406407292979
Ada Kasseh,5.8975075,0.5219015,19.0,15538.0,WorldPop_2020,village/town/hamlet,Ranstell Pharmacy,Pharmacy,5.898781,0.5225453,0.16,0.81,76.50873429187656
Adaa,5.3593563,-0.8397581,59.0,2774.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,1.02,0.81,102.94527316422344
Adaa,7.2450603,-1.8520079,271.0,934.0,WorldPop_2020,village/town/hamlet,Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,0.34,0.81,55.6731125238827
