Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km
New Asonomaso,6.8359659,-1.5166269,344.0,2534.0,WorldPop_2020,village/town/hamlet,Zion Praise Hospital,Hospital,6.8417548,-1.5135318,0.73,0.81,28.179054287487073
New Ateitu,5.3796798,-0.6116791,19.0,1786.0,WorldPop_2020,village/town/hamlet,north campus,Hospital,5.3700774,-0.6296252,2.26,0.67,92.8411470903721
New Ayasi,6.2916896,-1.5188858,257.0,2773.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,16.9,0.81,85.63818370302559
New Ayoma,7.2878043,0.5860926,271.0,2183.0,WorldPop_2020,village/town/hamlet,New Ayoma Health Centre,Health_Post,7.2842245,0.58369,0.48,0.67,86.88575683324218
New Baika,7.2277432,0.5332281,220.0,1687.0,WorldPop_2020,village/town/hamlet,Baika Health Centre Maternity Block,Health_Post,7.2346091,0.5313464,0.79,0.67,87.21617509278485
New Bakpa,6.0487105,0.5394874,22.0,1590.0,WorldPop_2020,village/town/hamlet,New Bakpa Chps Compound,Health_Post,6.0510723,0.5400686,0.27,0.67,64.07548301799466
New Barrier / Tuba Junction,5.5466969,-0.3823644,19.0,12250.0,WorldPop_2020,locality,Declan Pharmacy,Pharmacy,5.5391993,-0.3993413,2.06,0.81,72.88831004710873
New Bomfa,6.7630858,-1.4564874,295.0,1529.0,WorldPop_2020,village/town/hamlet,George & Angelina,Clinic,6.7433264,-1.458069,2.2,0.81,33.16875539436111
New Brodekwano,6.5367272,-1.3526265,217.0,1573.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,15.27,0.53,57.37559994718114
New Brosankro,7.0332585,-2.1008163,276.0,1978.0,WorldPop_2020,village/town/hamlet,Agya Nti,Pharmacy,7.0040968,-2.1669627,7.99,0.81,79.06652592198016
New Chanakope,6.2411803,0.0967741,18.0,4249.0,WorldPop_2020,village/town/hamlet,Eric's Chemists,Pharmacy,6.2393408,0.0922965,0.54,0.81,28.300749596862577
New Daamang,7.0413693,-1.3965404,404.0,4096.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,1.1,0.53,1.8964655649209459
New Dawhenya,5.7536673,0.0450377,23.0,5010.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.7530506,0.0457586,0.11,0.61,73.64742603769236
New Debiso,6.6259724,-3.061649,213.0,553.0,WorldPop_2020,village/town/hamlet,Nsowakrom CHPS Compound,Clinic,6.7743332,-3.1318173,18.23,0.53,80.54428477432856
New Denkyira,5.8109584,-2.8317207,99.0,2992.0,WorldPop_2020,suburb,Presbyterian Health Service Enchi,Clinic,5.808526,-2.8342435,0.39,0.81,56.22673722685543
New Dormaa,7.3418453,-2.3062009,298.0,7295.0,WorldPop_2020,suburb,Best Life Pharmacy,Pharmacy,7.3443303,-2.3021697,0.52,0.81,106.53908296171481
New Dorminase,6.5091658,-0.2320486,342.0,1207.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,15.23,0.95,41.3523368547887
New Ebu,5.2287853,-1.2323785,84.0,2842.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,2.51,0.67,138.50271490425445
New Edubiase,6.06106,-1.391838,150.0,8906.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,31.29,0.81,105.83513832749502
New Gbawe,5.575945,-0.2959979,17.0,23667.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.577008,-0.2985254,0.3,0.61,71.27808522486993
New Jejeti,6.4736263,-0.6495977,200.0,3312.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,0.54,0.53,37.471703743270865
New Jerusalem,5.7865398,-0.0194656,33.0,2205.0,WorldPop_2020,suburb,Omari Medical Centre,Clinic,5.7722671,-0.0050862,2.25,0.82,65.95566431487863
New Kabenla-Suazo,5.0643756,-2.7764136,52.0,3757.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.0629333,-2.7771963,0.18,0.61,127.75351410414272
New Koforidua,6.6313417,-1.3211682,222.0,2028.0,WorldPop_2020,village/town/hamlet,Konongo Hospital,Hospital,6.6239645,-1.2172439,11.51,0.53,47.33423779868345
New Kokobriko,6.578241,-1.5451187,232.0,4119.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,3.94,0.53,55.5461638367654
New Konkrompe,7.7125426,-1.0068557,137.0,2523.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.7794723,-1.2247689,25.14,0.81,83.92643557015954
New Kunka,6.2132161,-1.7009025,207.0,11309.0,WorldPop_2020,suburb,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,1.37,0.81,86.79191256955309
New Kweiman,5.7879614,-0.1733136,91.0,5545.0,WorldPop_2020,village/town/hamlet,Outbox Pharmacy,Pharmacy,5.7836454,-0.1687572,0.7,0.82,54.921216639245294
New Kyekyire,6.7601083,-1.642684,265.0,17297.0,WorldPop_2020,village/town/hamlet,Aslina Chemist,Pharmacy,6.7588843,-1.6455713,0.35,0.81,43.218344629390785
New Legon,5.7151912,-0.1290786,46.0,3389.0,WorldPop_2020,suburb,Sweden Ghana Medical Centre,Hospital,5.7250381,-0.1148981,1.91,0.81,64.33774510634437
New Longoro,8.1427152,-2.0302851,112.0,2389.0,WorldPop_2020,village/town/hamlet,Manchala chip co,Clinic,8.1697297,-1.8943225,15.26,0.81,139.80835221994008
New Mamprobi,5.5453617,-0.2437163,29.0,79664.0,WorldPop_2020,suburb,Barnor Hospital,Hospital,5.5492639,-0.2411191,0.52,0.53,76.07204572894967
New Mangoase,5.9555356,-0.2873332,62.0,2283.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,12.56,0.63,32.5018741676264
New Mpanease,6.4829724,-1.760599,207.0,600.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,17.51,0.53,75.59335291106942
New Nammboku,10.5643687,-0.2948365,384.0,356.0,WorldPop_2020,village/town/hamlet,Baptist Medical Centre,Hospital,10.5197849,-0.3646745,9.1,0.53,60.658579964282964
New Ningo,5.7365258,0.1605091,21.0,1502.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.7176285,0.126152,4.34,0.61,83.1587740498688
New Nsutam,6.2929481,-0.4752945,210.0,5130.0,WorldPop_2020,village/town/hamlet,Rabitto Pharmacy,Pharmacy,6.2913819,-0.4743928,0.2,0.81,10.48679181236721
New Nyakpala,9.20042,0.3203969,171.0,914.0,WorldPop_2020,village/town/hamlet,USP Yakedji,Hospital,9.0343381,0.4873135,26.02,0.53,159.3667300510827
New Obuase,6.1058427,-2.0517922,140.0,2420.0,WorldPop_2020,village/town/hamlet,JUABO,Clinic,6.0933179,-2.2142397,18.01,0.53,48.62882539804857
New Odonase,5.3275675,-1.1491066,106.0,526.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,14.3,0.67,124.20513153923176
New Offinso,6.9433228,-1.6693757,269.0,6314.0,WorldPop_2020,neighbourhood,Offinso Health Center,Hospital,6.9379419,-1.6748899,0.85,0.53,33.690628660619026
New Opembo,5.6828702,-0.5367047,115.0,3026.0,WorldPop_2020,village/town/hamlet,Adawukwao CHIPS Compound,Clinic,5.6721049,-0.5151614,2.67,0.92,58.35291280210798
New Osam,5.6463994,-1.5846893,86.0,250.0,GeoNames/OSM,village/town/hamlet,Mmaa Baasa CHPS Compound,Clinic,5.6520981,-1.5721956,1.52,0.92,115.91210267133057
New Papaase,6.5882673,-2.9229164,186.0,601.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,16.27,0.81,66.1145690517625
New Pipie Village,6.5434621,-1.3688386,231.0,604.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,14.18,0.53,56.545605606980736
New Powmu,6.261196,0.0802329,33.0,3897.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,2.43,0.53,26.73412898485422
New Russia,5.554935,-0.2556678,37.0,79222.0,WorldPop_2020,suburb,Dr. Beecham's Central Dansoman Clinic,Hospital,5.552274,-0.2622264,0.78,0.63,74.67633980893186
New Salem,5.9717879,0.4848736,6.0,627.0,WorldPop_2020,village/town/hamlet,Kpotame Health Centre,Health_Post,5.9766659,0.5257036,4.55,0.67,67.36431729664375
New Sayereso,6.5957082,-2.76924,209.0,910.0,WorldPop_2020,village/town/hamlet,Nakite CHPS,Clinic,6.6257935,-2.7639025,3.4,0.53,55.54740458101092
New Somanya,6.0587625,-0.0230777,94.0,1208.0,WorldPop_2020,village/town/hamlet,Yilo Krobo District Hospital,Hospital,6.0699971,-0.029313,1.43,0.81,49.46521761325879
New Suame,6.7168741,-1.6356218,291.0,91816.0,WorldPop_2020,neighbourhood,PPAG Suame Clinic,Clinic,6.7179979,-1.6369393,0.19,0.53,46.45773104090247
New Tafo,6.7156328,-1.6130429,281.0,92229.0,WorldPop_2020,suburb,Three Stone Hospital,Hospital,6.7156091,-1.6143899,0.15,0.81,45.131489177471174
New Tafo Akim,6.2222923,-0.3655296,206.0,15625.0,WorldPop_2020,village/town/hamlet,CP,Pharmacy,6.2218955,-0.3655684,0.04,0.81,9.18694917202141
New Takoradi,4.906723,-1.745434,23.0,17513.0,WorldPop_2020,suburb,Sick Bay,Clinic,4.8990928,-1.7494607,0.96,0.53,163.07688311232164
New Techiman,7.4324923,-1.9757113,409.0,1805.0,WorldPop_2020,village/town/hamlet,Tanoso Health Center,Hospital,7.4530987,-1.973263,2.31,0.53,77.4341444663166
New Town,5.0912498,-3.0972304,4.0,3220.0,WorldPop_2020,village/town/hamlet,Half-Assini Government Hospital,Hospital,5.0536117,-2.8904725,23.28,0.53,138.40901481047624
New Town,5.6979313,-0.0370762,21.0,36657.0,WorldPop_2020,neighbourhood,Senes Pharmacy,Pharmacy,5.6975559,-0.037444,0.06,0.81,71.88861599902211
New Town,6.2052506,-2.490177,179.0,9835.0,WorldPop_2020,suburb,Green Shed Hospital,Hospital,6.1947913,-2.3273295,18.04,0.53,2.64687031709159
New Town,7.3187205,-2.3340412,258.0,5559.0,WorldPop_2020,suburb,J&A Pharmacy,Pharmacy,7.3265081,-2.3327711,0.88,0.81,108.76562043424414
New Weija,5.5494732,-0.3402583,14.0,21939.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.5477393,-0.3390086,0.24,0.61,73.18413799367188
New Worobon,6.6447224,-0.4077172,118.0,1390.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,12.33,0.67,49.06748025353559
New Yakasi,5.8115992,-2.8638546,102.0,2442.0,WorldPop_2020,village/town/hamlet,Presbyterian Health Service Enchi,Clinic,5.808526,-2.8342435,3.29,0.81,58.667037579275544
New Yaw Nkrumakurom,6.7820955,-1.4448953,293.0,1742.0,WorldPop_2020,village/town/hamlet,SICK,Hospital,6.8126582,-1.4265516,3.96,0.53,30.832147630060202
New Zongo,6.7032486,-1.6090424,279.0,96772.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,6.7033425,-1.6124471,0.38,0.33,46.03639338408949
Newtown,5.8126502,-2.4420011,103.0,5072.0,WorldPop_2020,suburb,Provider Pharmacy,Pharmacy,5.8089251,-2.4368761,0.7,0.67,41.115185932752766
Nfomen,6.5413969,-0.6051305,524.0,1008.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,9.06,0.53,41.377711041483245
Nfrekrom No.2,6.7301761,-2.4935379,192.0,585.0,WorldPop_2020,village/town/hamlet,Dantano chips compound,Clinic,6.7228836,-2.4348178,6.53,0.81,60.63011921718924
Ngalekpole,4.9661211,-2.4825469,6.0,1614.0,WorldPop_2020,village/town/hamlet,St. Martin De Porres,Hospital,4.9654539,-2.4694642,1.45,0.53,134.45789090760158
Ngalekyi,4.9685872,-2.4946679,8.0,1557.0,WorldPop_2020,village/town/hamlet,St. Martin De Porres,Hospital,4.9654539,-2.4694642,2.81,0.53,134.18973787575558
Nganoman,5.8592615,-0.1069705,63.0,5779.0,WorldPop_2020,village/town/hamlet,Shai Osudoku Old District Hospital,Hospital,5.8853275,-0.0918681,3.35,0.53,53.412048255190086
Ngbanye Kura,8.1276777,-0.0495673,139.0,610.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,11.66,0.61,36.678231524748604
Ngelekazo,4.9915039,-2.6067773,9.0,1115.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,4.28,0.91,132.34602216855913
Ngleshie Amanfro,5.5411729,-0.4036,30.0,21068.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.5396332,-0.4032044,0.18,0.61,73.3075225034618
Ngyiresi,5.3536447,-0.8446265,56.0,2764.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,0.3,0.81,103.74610797821327
Nhwiaso,6.0513956,-0.4842836,246.0,560.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,4.63,0.63,17.25511485072594
Nhyiaeso,6.1845123,-1.7042689,184.0,3563.0,WorldPop_2020,suburb,Unnamed Hospital,Hospital,6.203002,-1.6847518,2.98,0.33,86.35344116544356
Nhyiaeso,6.6809115,-1.6233373,277.0,55860.0,WorldPop_2020,suburb,KMA Clinic,Clinic,6.6850947,-1.6229761,0.47,0.81,48.968989635122504
Nhyiam,5.5252641,-1.4333296,119.0,947.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.4908372,-1.5329901,11.68,0.81,132.52163059238
Nianta,8.9692779,-0.649079,138.0,186.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,9.3387742,-0.8190727,45.13,0.61,147.28680552261028
Nibiriba,7.2961803,-1.9286934,344.0,175.0,WorldPop_2020,isolated_dwelling,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,3.86,0.53,65.68166569925494
Nieman,7.3430211,-1.7905462,231.0,422.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,12.65,0.53,54.94970514946673
Niengah,9.9382337,-0.3182868,184.0,375.0,WorldPop_2020,village/town/hamlet,Gushiegu Government Hospital,Hospital,9.9298768,-0.2137065,11.49,0.63,69.79831152870804
Nii Aboman,5.7631355,-0.3730953,59.0,3716.0,WorldPop_2020,village/town/hamlet,Kotoku Clinic,Clinic,5.7363698,-0.3594848,3.34,0.81,49.27907608908878
Nii Ankraman,5.6319696,-0.2589807,58.0,14754.0,WorldPop_2020,suburb,BJ Medical Centre,Clinic,5.6306277,-0.2609306,0.26,0.81,66.43227799155535
Nii Boi Town,5.6120714,-0.2452097,39.0,73620.0,WorldPop_2020,suburb,Rich Pharmacy,Pharmacy,5.6113988,-0.2439209,0.16,0.93,69.00301514623483
Nii Nortey Agbo,5.5964299,-0.210363,17.0,80131.0,WorldPop_2020,neighbourhood,Anthon Memorial Hospital,Hospital,5.5937013,-0.2114515,0.33,0.53,71.95154600787373
Niifio,6.06385,-0.464788,213.0,2398.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.040978,-0.4435667,3.46,0.47,15.492225011398357
Nim Tree Circle,5.5450773,-0.234417,30.0,63816.0,WorldPop_2020,locality,Dialysis Center,Hospital,5.5422583,-0.2291881,0.66,0.63,76.41185442759871
Nima,5.5639635,-0.7118905,96.0,3535.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,2.32,0.81,76.5178102689548
Nima,5.5820252,-0.1987685,44.0,83152.0,WorldPop_2020,suburb,Lesson Pharmacy,Pharmacy,5.5821056,-0.1984727,0.03,0.93,73.90456848839709
Nimebeso,6.078713,-1.8568504,130.0,909.0,WorldPop_2020,village/town/hamlet,DOORMOSH,Clinic,5.9615088,-1.8845838,13.39,0.53,70.40543826053153
Nimora Kura,8.1464208,-0.0230984,181.0,654.0,WorldPop_2020,isolated_dwelling,Unnamed Pharmacy,Pharmacy,8.2019149,-0.1310091,13.38,0.33,38.540479324937714
Ningo,5.9857876,-0.5062696,226.0,436.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,8.95,0.63,24.892194786029023
Ningo Kope,6.0015244,0.0540878,69.0,332.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.0807323,0.0414397,8.92,0.33,55.17353773226276
Ningo Kope,7.7282995,-0.2190977,87.0,297.0,WorldPop_2020,village/town/hamlet,T T medicine shop,Pharmacy,7.7931639,-0.060264,18.93,0.81,24.060923824160312
Nininsin,5.7590044,-0.7302421,162.0,261.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,3.65,0.81,58.27982779478373
Ninkyininkyi,7.2586925,-1.8892702,273.0,424.0,WorldPop_2020,village/town/hamlet,Adaa CHPS Compound,Clinic,7.2445264,-1.8550088,4.09,0.81,60.0529423638451
Ninting,7.0052392,-1.4365486,477.0,1153.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,5.3,0.53,7.8416260814473215
Ninto,5.7051347,-0.7615623,128.0,1313.0,WorldPop_2020,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,8.42,0.81,65.16805214456043
Nipahiamoa,7.7202753,-1.8403525,331.0,471.0,WorldPop_2020,village/town/hamlet,Anoma Health Center,Hospital,7.7836552,-1.8712659,7.83,0.53,89.12360057511951
Nitibi,5.4204273,-1.4780581,112.0,1803.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,4.32,0.81,139.7048955673237
Njau,7.8567476,-2.3509269,269.0,1675.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,0.25,0.81,138.66634645178388
Njaya,7.3139095,-1.1828944,190.0,224.0,WorldPop_2020,village/town/hamlet,kofiase health clinic,Clinic,7.1412636,-1.4834676,38.31,0.81,36.38417154347709
Njobilibo,9.377104,0.3346539,126.0,261.0,WorldPop_2020,village/town/hamlet,Tobal Clinic,Clinic,9.4488207,0.4769018,17.52,0.63,164.59855530269843
Nkaasu,6.4628987,-1.9421927,204.0,654.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,19.47,0.92,67.56861438581464
Nkakaa,5.6206263,-2.2034764,56.0,584.0,WorldPop_2020,village/town/hamlet,Jones Aid,Clinic,5.6631695,-2.3295463,14.73,0.53,69.44280777954748
Nkamponanse,5.2962792,-2.0002334,71.0,4510.0,WorldPop_2020,locality,Adom Chemical Shop,Pharmacy,5.2969926,-2.0001702,0.08,0.81,111.67340198653201
Nkanchina,8.4616293,0.0655915,116.0,1460.0,WorldPop_2020,village/town/hamlet,ECG Hospital,Hospital,8.4572269,-0.0124025,8.59,0.53,73.88695186561544
Nkandar,5.2452494,-1.2143728,75.0,911.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,3.73,0.67,135.83280671729455
Nkanfoa,5.1404084,-1.2421676,40.0,11620.0,WorldPop_2020,village/town/hamlet,Atta Mills Clinic,Clinic,5.1423082,-1.244005,0.29,0.81,146.88367693703452
Nkansah Djan,5.5905665,-0.2085431,40.0,85954.0,WorldPop_2020,neighbourhood,Sape Agbo Memorial Hospital,Doctor,5.5922646,-0.2082311,0.19,0.81,72.62894114542439
Nkansakrom,6.7916598,-1.2400952,243.0,317.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,11.0,0.92,33.21359531490285
Nkantanka,7.4905425,-2.6292783,353.0,2556.0,WorldPop_2020,village/town/hamlet,Dr. Larbi Clinic,Hospital,7.4438905,-2.5935659,6.51,0.63,145.56935565298298
Nkaseim,6.8633228,-2.4470796,194.0,4576.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.8636138,-2.4477957,0.09,0.61,75.46013432404847
Nkatease,5.9986239,-0.5568293,196.0,626.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,13.15,0.63,25.676499656927703
Nkawanda No 1,6.4931357,-0.6790913,212.0,904.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,3.02,0.33,41.17727509537117
Nkawanda No 2,6.498676,-0.693257,196.0,621.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,4.67,0.33,42.64411753924015
Nkawie,6.4237496,-2.4655275,165.0,802.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,9.85,0.81,26.81682088481208
Nkawie,6.667897,-1.809725,218.0,5234.0,WorldPop_2020,village/town/hamlet,Unnamed Laboratory,Laboratory,6.6615595,-1.8205223,1.39,0.47,63.45449245112172
Nkawkaw,6.552795,-0.769811,232.0,61785.0,GeoNames/OSM,village/town/hamlet,Roman Catholic Hospital,Hospital,6.5466382,-0.7733547,0.79,0.53,52.73313938429123
Nkawkawasubone,6.5365497,-0.7758451,248.0,47968.0,GeoNames/OSM,village/town/hamlet,Agyakwa Hospital,Hospital,6.5383131,-0.7672648,0.97,0.53,51.89596004377314
Nkawkawkuma,6.5557144,-0.7612324,235.0,47968.0,GeoNames/OSM,village/town/hamlet,Alpha Homeopathic & Boatnic Medical Clinic,Hospital,6.5558643,-0.7554059,0.64,0.53,52.33374865478379
Nkawkawsem,6.6399815,-0.8689432,227.0,377.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,10.16,0.53,67.27247274315131
Nkawnta,8.5650558,-0.4963391,177.0,1611.0,WorldPop_2020,village/town/hamlet,Salaga Hospital,Hospital,8.5427463,-0.5042297,2.63,0.63,100.1872292735022
Nkeekaamu,7.5007807,-1.5930283,186.0,789.0,WorldPop_2020,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,14.47,0.53,54.41614669828392
Nkenkaasu,7.3207715,-1.9042307,340.0,2721.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,0.21,0.53,64.41857794401805
Nketepa,6.676015,-0.4078406,91.0,1752.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,9.3,0.67,52.51479757073066
Nketiakurom,7.7937735,-0.2461651,135.0,1328.0,WorldPop_2020,village/town/hamlet,T T medicine shop,Pharmacy,7.7931639,-0.060264,20.48,0.81,25.777096203329414
Nkodinso,7.1848596,-2.1353522,282.0,433.0,WorldPop_2020,isolated_dwelling,St. John of God Hospital,Hospital,7.1762749,-2.0976539,4.27,0.53,84.07896958132793
Nkodjo,5.3561897,-0.972338,76.0,4363.0,WorldPop_2020,village/town/hamlet,GHS,Clinic,5.3833164,-0.9250126,6.05,0.92,110.2675354763132
Nkoduase,6.36613,-1.6974601,188.0,478.0,WorldPop_2020,village/town/hamlet,Bekwai Matenity,Hospital,6.4551686,-1.5786467,16.44,0.63,83.5753956880136
Nkokorabom,6.7075747,-1.4677879,292.0,3906.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,1.15,0.82,39.42974929783772
Nkonkonso,5.2647766,-1.3861737,122.0,15.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,15.45,0.67,146.96306211377316
Nkonsa,6.1962261,-1.3257736,183.0,513.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,34.28,0.53,95.14522471295754
Nkonsia,7.6716612,-2.105537,310.0,2253.0,WorldPop_2020,village/town/hamlet,Methodist Hospital Wenchi,Hospital,7.7380768,-2.1113099,7.41,0.53,104.77751088356395
Nkonya,6.282859,-2.6237662,167.0,867.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,10.12,0.81,19.02461787736342
Nkonya Wurupong,7.1795419,0.3365959,150.0,4733.0,WorldPop_2020,village/town/hamlet,Alavanyo Wudidi Health Centre,Health_Post,7.1199477,0.3579118,7.03,0.67,78.51360215715498
Nkorankwagya,7.8800913,-2.3180777,270.0,6026.0,WorldPop_2020,village/town/hamlet,Gyau CHPS Compound,Clinic,7.8572394,-2.3531534,4.62,0.81,137.5968005089414
Nkoranza,5.367978,-0.7973034,72.0,1376.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,5.47,0.81,100.16471405767385
Nkoranza,6.5935939,-1.6639406,234.0,4509.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,1.32,0.53,59.5429799595468
Nkoranza,7.5624941,-1.703932,336.0,35401.0,GeoNames/OSM,village/town/hamlet,St. Theresia Hospital,Hospital,7.570285,-1.7040502,0.87,0.53,66.27628503553657
Nkotem,6.0039282,-1.4840126,126.0,561.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,27.56,0.81,112.48585284529628
Nkotumso,5.9996621,-1.9193595,131.0,3134.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,4.87,0.53,65.7277690997451
Nkowi,6.5411367,-1.4027192,121.0,321.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,11.19,0.53,56.80466557209181
Nkowinkwanta,6.5599566,-1.3930643,235.0,529.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,13.46,0.53,54.69788852921064
Nkra,6.4865308,-2.9160663,177.0,164.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,7.47,0.81,58.431682344756716
Nkrampo,7.359785,-1.5593259,271.0,930.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,7.3134112,-1.5788915,5.59,0.61,38.83874604212035
Nkran,5.6671147,-0.7723931,105.0,1963264.0,GeoNames/OSM,village/town/hamlet,Agnes Doris Pharmacy,Pharmacy,5.6388504,-0.7247921,6.13,0.81,69.37230358169263
Nkranfo,5.5741033,-0.7469139,89.0,604.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,5.85,0.81,77.07828867342232
Nkrankese,5.9289704,-1.4246956,112.0,561.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.6835098,-1.4960854,28.41,0.81,112.4699138775576
Nkrankese,7.2642919,-2.3030788,248.0,629.0,WorldPop_2020,village/town/hamlet,THOMAS AND THOMAS,Clinic,7.3023932,-2.2951265,4.33,0.53,103.9748452478228
Nkrankese,7.3101831,-2.484406,276.0,264.0,WorldPop_2020,village/town/hamlet,Nwawasua Chips compound,Clinic,7.2923522,-2.4031177,9.18,0.81,124.62618387598305
