Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Aboagyaa,6.9886472,-2.5616464,251.0,208.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,10.53,0.53,89.61326807787844,True,12,8.03,6.964500993939394,-2.4931057818181817,True
Aboagyekrom,5.6338919,-2.4497176,74.0,247.0,WorldPop_2020,village/town/hamlet,Samartex Hospital,Hospital,5.6158357,-2.5642588,12.83,0.53,60.73535349640504,True,9,4.15,5.670289039344262,-2.458074481967213,True
Aboagyekrom,6.1855528,-1.6542658,200.0,9983.0,WorldPop_2020,suburb,SDA Hospital,Hospital,6.19789,-1.63915,2.16,0.81,91.88789518242176,False,8,59.36,6.714017028571429,-1.578396487755102,True
Aboagyekrom,6.4703931,-2.6705695,209.0,773.0,WorldPop_2020,village/town/hamlet,Asarekrom CHPS,Clinic,6.5762288,-2.6390223,12.27,0.81,37.96059494738898,True,12,58.33,6.964500993939394,-2.4931057818181817,True
Aboakurom,5.8989588,-0.52508,235.0,483.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,3.85,0.63,34.70621512789109,True,7,41.73,5.636796764853556,-0.2551691866108785,True
Aboamakurom,6.6605475,-0.4467675,264.0,319.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,13.38,0.67,50.63257690460633,True,13,38.64,6.314441660273973,-0.4781223835616439,True
Aboasa,6.2967167,0.1338503,83.0,1455.0,WorldPop_2020,village/town/hamlet,Eric's Chemists,Pharmacy,6.2393408,0.0922965,7.86,0.81,21.444470193478924,True,4,60.67,6.159094553846154,0.6649345371794871,True
Aboase,5.3063437,-1.1268,70.0,2252.0,WorldPop_2020,village/town/hamlet,A & E Pharmacy,Pharmacy,5.2650332,-1.0204381,12.64,0.81,124.53235636054238,True,2,48.02,5.250318833333333,-1.5568655866666665,True
Aboaso,6.0017966,-1.1929896,113.0,1560.0,WorldPop_2020,village/town/hamlet,Boys Dormitory,Clinic,5.9689484,-0.9933071,22.38,0.63,85.59782910627355,True,13,86.34,6.314441660273973,-0.4781223835616439,False
Aboaso,6.6197104,-1.5384936,264.0,3075.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,0.8,0.53,50.970462512590565,True,8,11.37,6.714017028571429,-1.578396487755102,True
Aboaso,6.8093475,-1.5381264,348.0,2423.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.8061066,-1.5431847,0.66,0.61,31.930039169816688,True,8,11.5,6.714017028571429,-1.578396487755102,True
Aboaso,6.9354518,-1.6853862,294.0,7337.0,WorldPop_2020,village/town/hamlet,Offinso Health Center,Hospital,6.9379419,-1.6748899,1.19,0.53,35.656007527461256,True,8,27.31,6.714017028571429,-1.578396487755102,True
Abobiri,6.0434092,-0.548854,222.0,430.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,11.54,0.63,20.9622125971913,True,13,31.14,6.314441660273973,-0.4781223835616439,True
Aboboi,5.5659577,-1.5835708,71.0,343.0,WorldPop_2020,village/town/hamlet,Methodist Hospital,Hospital,5.5552366,-1.5437239,4.57,0.91,120.80823233017776,True,2,35.22,5.250318833333333,-1.5568655866666665,True
Abodiem,6.5216884,-2.259754,180.0,446.0,WorldPop_2020,village/town/hamlet,DAKS Medical Center,Hospital,6.4566489,-2.3018646,8.6,0.53,45.04973828941528,True,12,55.57,6.964500993939394,-2.4931057818181817,True
Abodo,5.2553403,-1.3369095,60.0,3574.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,9.9,0.67,143.90745600179557,True,2,24.36,5.250318833333333,-1.5568655866666665,True
Abodom,5.53079,-0.8221508,79.0,7835.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.5451393,-0.7027459,13.31,0.81,85.17234327487984,True,7,63.84,5.636796764853556,-0.2551691866108785,True
Abodom,5.5622123,-1.6024482,78.0,411.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.5467418,-1.5469131,6.38,0.61,119.3253891518295,True,2,35.05,5.250318833333333,-1.5568655866666665,True
Abodom,6.391698,-1.058334,144.0,1090.0,WorldPop_2020,village/town/hamlet,Atta & Atta Pharmacy,Pharmacy,6.4675102,-0.8914768,20.27,0.53,70.88538830325183,True,13,64.69,6.314441660273973,-0.4781223835616439,True
Abodom,6.4236657,-1.8133936,178.0,1273.0,WorldPop_2020,village/town/hamlet,Eno Serwaah pharmacy,Pharmacy,6.2901832,-1.9712874,22.91,0.92,78.92133445931748,True,8,41.43,6.714017028571429,-1.578396487755102,True
Abodom,6.4361731,-1.5336768,230.0,4261.0,WorldPop_2020,village/town/hamlet,Ahwenie Memorial Hospital,Hospital,6.4549977,-1.5704577,4.57,0.53,70.31535379045613,True,8,31.29,6.714017028571429,-1.578396487755102,True
Aboduam,6.2116122,-2.4601301,283.0,2843.0,WorldPop_2020,village/town/hamlet,Green Shed Hospital,Hospital,6.1947913,-2.3273295,14.8,0.53,4.242428941218365,True,9,60.19,5.670289039344262,-2.458074481967213,True
Abofour,7.1349599,-1.7318724,328.0,4402.0,WorldPop_2020,village/town/hamlet,Nkwankwaa Health Centre,Clinic,7.2179158,-1.79409,11.5,0.92,39.28569926207746,True,8,49.78,6.714017028571429,-1.578396487755102,True
Abofrem,6.5183348,-2.3432926,164.0,920.0,WorldPop_2020,village/town/hamlet,Bibiani Government Hospital,Hospital,6.4564802,-2.3230746,7.23,0.63,40.34255895179089,True,12,52.3,6.964500993939394,-2.4931057818181817,True
Abofu,5.6167842,-0.2246882,28.0,63960.0,WorldPop_2020,suburb,Midway Clinic Ltd.,Doctor,5.6174757,-0.2262614,0.19,0.81,69.28141676908031,False,7,4.04,5.636796764853556,-0.2551691866108785,True
Aboi-Nkwanta,5.7697458,-2.4893607,79.0,122.0,WorldPop_2020,village/town/hamlet,Wassa Dunkwa Government Hospital,Hospital,5.774364,-2.5208175,3.52,0.68,45.592849713387984,True,9,11.59,5.670289039344262,-2.458074481967213,True
Abokobi,5.7327601,-0.2059142,80.0,6750.0,WorldPop_2020,village/town/hamlet,Abokobi Pharmacy,Pharmacy,5.7317627,-0.2049847,0.15,0.82,58.38289513111429,True,7,11.98,5.636796764853556,-0.2551691866108785,True
Abokyea,5.7726347,-2.744447,93.0,816.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.7719154,-2.7441694,0.09,0.61,53.64445061014138,True,9,33.67,5.670289039344262,-2.458074481967213,True
Abokyi,5.4922171,-1.27049,142.0,616.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,23.41,0.81,120.44097009607778,True,2,41.58,5.250318833333333,-1.5568655866666665,True
Abokyi,5.935536,-0.5820769,133.0,253.0,WorldPop_2020,village/town/hamlet,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,8.63,0.63,33.15330192624966,True,13,43.67,6.314441660273973,-0.4781223835616439,True
Abokyi,6.4341241,-0.7433099,198.0,240.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,10.71,0.33,41.661962275683,True,13,32.19,6.314441660273973,-0.4781223835616439,True
Abokyikrom,6.6084811,-2.0793552,173.0,1360.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,3.47,0.53,65.06453130398201,True,8,56.56,6.714017028571429,-1.578396487755102,True
Abokyikurom,5.8451119,-0.4960813,135.0,489.0,WorldPop_2020,village/town/hamlet,Annat Medical Diagnostics Centre,Doctor,5.8014438,-0.4914678,4.88,0.81,39.928146080867,True,7,35.31,5.636796764853556,-0.2551691866108785,True
Abokyikurom,6.5261504,-0.9343502,213.0,564.0,WorldPop_2020,isolated_dwelling,Bramkurom CHPS Compound,Clinic,6.515554,-0.8907326,4.96,0.82,64.77902689379238,True,13,55.64,6.314441660273973,-0.4781223835616439,True
Abokyikurom,6.6733031,-0.9195337,246.0,1444.0,WorldPop_2020,village/town/hamlet,Apradang Clinic,Hospital,6.5486346,-0.8663086,15.06,0.53,66.5553009428476,True,13,63.01,6.314441660273973,-0.4781223835616439,True
Abom,6.5494577,-1.7177725,267.0,464.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,8.85,0.53,66.84740905178833,True,8,23.91,6.714017028571429,-1.578396487755102,True
Aboma,6.1057981,-0.1645225,198.0,214.0,WorldPop_2020,village/town/hamlet,EverCare Pharmacy,Pharmacy,6.1284523,-0.2123742,5.86,0.81,32.966955500611334,True,13,41.71,6.314441660273973,-0.4781223835616439,True
Aboman,5.7270168,-0.1967642,60.0,7385.0,WorldPop_2020,village/town/hamlet,Eben Kweku Newton Licensed Chemical Shop,Pharmacy,5.7318913,-0.2033705,0.91,0.82,59.413118657195234,True,7,11.93,5.636796764853556,-0.2551691866108785,True
Abomasarefo,7.1206081,-0.0120724,153.0,1187.0,WorldPop_2020,village/town/hamlet,Supom CHPs Compound,Health_Post,7.1788628,0.0049842,6.75,0.53,72.51936302011478,True,0,42.93,7.010195706040268,0.36073386979865807,True
Abomosu,6.3025221,-0.7252218,163.0,8307.0,WorldPop_2020,village/town/hamlet,Abomosu Hospital,Hospital,6.3007816,-0.734213,1.01,0.81,32.79102584897284,True,13,27.34,6.314441660273973,-0.4781223835616439,True
Abompe,6.2004535,-0.8797807,176.0,1149.0,WorldPop_2020,village/town/hamlet,Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,7.87,0.53,47.986045956693054,True,13,46.17,6.314441660273973,-0.4781223835616439,True
Abompe,6.3792307,-0.4778773,221.0,2575.0,WorldPop_2020,village/town/hamlet,Pharmacy Healthline & Mart Retail,Pharmacy,6.3494602,-0.4862524,3.44,0.81,19.83429297149865,True,13,7.2,6.314441660273973,-0.4781223835616439,True
Abompe,6.7438582,-1.9269621,194.0,407.0,WorldPop_2020,village/town/hamlet,Medicap Pharmacy,Pharmacy,6.8189792,-1.8612681,11.06,0.81,69.00157950666971,True,8,38.63,6.714017028571429,-1.578396487755102,True
Abompekurom,6.2171381,-1.6738117,219.0,11644.0,WorldPop_2020,suburb,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,1.68,0.81,89.80523381512478,False,8,56.25,6.714017028571429,-1.578396487755102,True
Abomposu,6.2594709,-1.5916121,224.0,319.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,8.63,0.81,90.82741746728418,True,8,50.56,6.714017028571429,-1.578396487755102,True
Abon,6.8613662,-0.4513434,98.0,155.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,16.32,0.67,72.84323258167342,True,13,60.89,6.314441660273973,-0.4781223835616439,True
Abon,6.8746698,-0.4413046,111.0,1108.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,16.91,0.67,74.31423084296864,True,13,62.43,6.314441660273973,-0.4781223835616439,True
Abonko,5.2391792,-1.0293553,22.0,6113.0,WorldPop_2020,village/town/hamlet,Sahara Herbal clinic,Clinic,5.2569192,-1.0219939,2.13,0.81,124.60189938049588,True,2,58.42,5.250318833333333,-1.5568655866666665,True
Abonku,5.3939182,-0.7695878,62.0,771.0,WorldPop_2020,village/town/hamlet,Emergency Unit,Clinic,5.3411207,-0.7516456,6.2,0.81,96.34439639877095,True,7,63.02,5.636796764853556,-0.2551691866108785,True
Abono,6.5351065,-1.4301852,105.0,924.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,8.8,0.53,57.65164107306388,True,8,25.76,6.714017028571429,-1.578396487755102,True
Abonse,5.9978851,-0.0213664,111.0,666.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.0105292,-0.0515671,3.62,0.63,52.19654657282611,True,7,47.76,5.636796764853556,-0.2551691866108785,True
Abonse,6.4145902,-2.6158268,185.0,484.0,WorldPop_2020,village/town/hamlet,Star of Hope Hospital,Hospital,6.5054442,-2.4999113,16.31,0.81,29.5426352160046,True,12,62.63,6.964500993939394,-2.4931057818181817,True
Abonsuaso,6.8238159,-2.2237154,225.0,2187.0,WorldPop_2020,village/town/hamlet,St. Elizabeth Hospital,Hospital,6.9320854,-2.3580273,19.1,0.53,76.6147486487465,True,12,33.6,6.964500993939394,-2.4931057818181817,True
Abor,5.2918527,-0.9502975,41.0,4030.0,WorldPop_2020,village/town/hamlet,Sanford Internal Clinic,Clinic,5.3390201,-0.9139165,6.61,0.81,115.16671160904563,True,2,67.32,5.250318833333333,-1.5568655866666665,True
Abor,6.0625442,0.86207,26.0,6907.0,WorldPop_2020,village/town/hamlet,Gilter Pharmacy,Pharmacy,6.0670738,0.8600637,0.55,0.81,90.61755941144467,True,4,24.3,6.159094553846154,0.6649345371794871,True
Abora,4.9076447,-2.0511711,43.0,1781.0,WorldPop_2020,locality,Unnamed Laboratory,Laboratory,4.9041732,-2.0664777,1.74,0.33,148.87863437154547,True,2,66.7,5.250318833333333,-1.5568655866666665,True
Abora,6.0625895,-1.9810981,135.0,993.0,WorldPop_2020,village/town/hamlet,Site Clinic,Clinic,5.9579531,-1.9327129,12.81,0.53,57.26431041309364,True,9,68.46,5.670289039344262,-2.458074481967213,True
Abore,5.8687028,-0.5317077,206.0,432.0,WorldPop_2020,isolated_dwelling,Odumkyere Darmang Health Centre,Clinic,5.8688274,-0.5422364,1.16,0.63,38.12936310650012,True,7,40.01,5.636796764853556,-0.2551691866108785,True
Aborgwe,5.535046,-0.2452612,23.0,80912.0,WorldPop_2020,suburb,Mamprobi Hospital,Hospital,5.5381795,-0.2452645,0.35,0.53,77.113373024057,False,7,11.37,5.636796764853556,-0.2551691866108785,True
Aborlove Nolopi,6.0349516,0.9237903,7.0,1398.0,WorldPop_2020,village/town/hamlet,Aborlove Nolopi CHPS Compound,Health_Post,6.0293181,0.9257891,0.66,0.53,98.04463229820274,True,4,31.78,6.159094553846154,0.6649345371794871,True
Aborodwom,6.5223197,-1.4399292,112.0,301.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,7.02,0.53,59.16047244776308,True,8,26.24,6.714017028571429,-1.578396487755102,True
Abortia Dorfor,6.2244596,0.1214209,39.0,732.0,WorldPop_2020,village/town/hamlet,DC Pharmacy,Pharmacy,6.2328892,0.0920081,3.38,0.81,29.55126979242833,True,4,60.52,6.159094553846154,0.6649345371794871,True
Aborweseso,5.5432633,-1.2861836,133.0,697.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,25.34,0.81,118.19647125550902,True,2,44.26,5.250318833333333,-1.5568655866666665,True
Abosamso,6.3150505,-1.4141401,227.0,2389.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,18.18,0.53,81.83652021205542,True,8,47.93,6.714017028571429,-1.578396487755102,True
Abosikurom,6.2573779,-0.9888916,147.0,351.0,WorldPop_2020,village/town/hamlet,Abodom CHPS Compound,Clinic,6.1642186,-0.8186405,21.48,0.53,60.36135947365349,True,13,56.81,6.314441660273973,-0.4781223835616439,True
Aboso,5.362385,-1.949832,88.0,8790.0,GeoNames/OSM,village/town/hamlet,Aboso Clinic,Clinic,5.3658203,-1.9409662,1.05,0.81,108.26826759037888,True,2,45.26,5.250318833333333,-1.5568655866666665,True
Aboso,5.6176218,-1.5157531,90.0,463.0,WorldPop_2020,village/town/hamlet,Drug Store,Pharmacy,5.6176515,-1.5359549,2.24,0.92,124.10759947130023,True,2,41.09,5.250318833333333,-1.5568655866666665,True
Abossey Okai,5.5591011,-0.2336242,14.0,76189.0,WorldPop_2020,suburb,Nakopat Pharmacy,Pharmacy,5.56492,-0.2345585,0.66,0.81,74.9648310192151,False,7,8.96,5.636796764853556,-0.2551691866108785,True
Abotakyi,5.9241319,-0.1309926,475.0,4589.0,WorldPop_2020,village/town/hamlet,Tetteh Quarshie Hospital,Hospital,5.9216374,-0.1323741,0.32,0.53,46.54647633627,True,7,34.78,5.636796764853556,-0.2551691866108785,True
Abotanso,6.8883916,-1.2878819,399.0,822.0,WorldPop_2020,village/town/hamlet,Bodomase Clinic,Hospital,6.8898446,-1.2519242,3.97,0.92,21.302984898721647,True,8,37.48,6.714017028571429,-1.578396487755102,True
Abotanso,6.9349552,-2.0647511,269.0,793.0,WorldPop_2020,village/town/hamlet,Anyinasuso Health Centre,Clinic,6.9590279,-2.100323,4.75,0.81,76.2102987099136,True,12,47.39,6.964500993939394,-2.4931057818181817,True
Abotanso,7.0799542,-0.0939405,167.0,1723.0,WorldPop_2020,village/town/hamlet,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.2,0.67,71.28763401992342,True,0,50.77,7.010195706040268,0.36073386979865807,True
Abotanso No.1,7.07851,-0.09235,158.0,1514.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.41,0.67,71.07125682608815,False,0,50.57,7.010195706040268,0.36073386979865807,True
Abotanso No.2,7.0828,-0.095,176.0,1719.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.34,0.67,71.62294351203457,False,0,50.94,7.010195706040268,0.36073386979865807,True
Abotanso No.3,7.0794,-0.0979,166.0,1490.0,WorldPop_2020,neighbourhood,Abotanse CHPs Compound,CHPS,7.0798809,-0.0957694,0.24,0.67,71.40673190191724,False,0,51.19,7.010195706040268,0.36073386979865807,True
Abotareye,7.8694198,-2.0364726,227.0,203.0,WorldPop_2020,village/town/hamlet,Asubingya chip compounds,Clinic,7.7429908,-2.0629199,14.36,0.81,115.26340185783252,True,1,23.35,7.707216,-1.9018804730769232,True
Aboterɛ Yɛ,5.9393459,-2.668103,232.0,345.0,WorldPop_2020,village/town/hamlet,Unnamed Clinic,Clinic,5.8341252,-2.665354,11.7,0.61,33.66288024861249,True,9,37.88,5.670289039344262,-2.458074481967213,True
Abotre,6.7845858,-0.5418947,89.0,918.0,WorldPop_2020,village/town/hamlet,st joseph's clinic an maternity home,Clinic,6.6519796,-0.6662393,20.15,0.83,65.2145900902405,True,13,52.75,6.314441660273973,-0.4781223835616439,True
Abotriansa,6.7646923,-0.9094459,274.0,157.0,WorldPop_2020,village/town/hamlet,Agogo Presbyterian hospital,Hospital,6.7965698,-1.0855078,19.76,0.81,61.60511050476492,True,13,69.12,6.314441660273973,-0.4781223835616439,True
Abouhia,6.7470441,-1.6506223,251.0,69201.0,WorldPop_2020,suburb,7 Days pharmacy,Pharmacy,6.7504784,-1.642154,1.01,0.81,44.88487382283587,False,8,8.78,6.714017028571429,-1.578396487755102,True
Abountem,7.4750536,-1.6993534,275.0,1246.0,WorldPop_2020,village/town/hamlet,HAPPY FAMILY CLINIC,Clinic,7.5590959,-1.7180471,9.57,0.53,58.00376127304138,True,1,34.13,7.707216,-1.9018804730769232,True
Abour,7.6084567,-1.1207932,177.0,303.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.779132,-1.2251245,22.19,0.81,67.8782309091626,True,1,86.78,7.707216,-1.9018804730769232,False
Abouso-Jerusalem,6.9297316,-2.7888184,212.0,362.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,25.0,0.53,89.2776512196328,True,12,32.87,6.964500993939394,-2.4931057818181817,True
Abowinum,5.3875133,-0.9838114,78.0,3762.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,5.31,0.61,108.03671535849558,True,2,65.25,5.250318833333333,-1.5568655866666665,True
Aboy Poultry Farm,10.5131352,-0.3677845,347.0,4730.0,WorldPop_2020,farm,Baptist Medical Center Nalerigu,Hospital,10.515869,-0.3640743,0.51,0.53,51.12421039402688,True,11,53.66,10.73173961451613,-0.8055273370967743,True
Abrabra,6.3017287,-2.6078649,182.0,693.0,WorldPop_2020,village/town/hamlet,Kama CHPS Compound,Clinic,6.2933476,-2.7147583,11.85,0.81,19.018116877757883,True,9,72.14,5.670289039344262,-2.458074481967213,True
Abrade,6.1114217,-1.1888709,117.0,626.0,WorldPop_2020,village/town/hamlet,School Clinic,Clinic,5.9697837,-0.9931264,26.77,0.53,82.81746953944081,True,8,79.64,6.714017028571429,-1.578396487755102,True
Abrade,6.8154819,-1.5699479,324.0,463.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.8061066,-1.5431847,3.13,0.61,33.379532333891625,True,8,11.32,6.714017028571429,-1.578396487755102,True
Abrafo Odumase,5.3351566,-1.3810645,127.0,916.0,WorldPop_2020,village/town/hamlet,Ankaako CHPS Compound,Clinic,5.3891941,-1.4548716,10.14,0.81,141.15742527841198,True,2,21.63,5.250318833333333,-1.5568655866666665,True
Abrakaso,6.9285516,-1.509279,293.0,3651.0,WorldPop_2020,village/town/hamlet,Priceline Pharmacy,Pharmacy,6.8715388,-1.5099093,6.34,0.81,19.52116985849657,True,8,25.05,6.714017028571429,-1.578396487755102,True
Abrankese,6.5506036,-1.4811909,280.0,1870.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,9.24,0.53,56.7208691655197,True,8,21.11,6.714017028571429,-1.578396487755102,True
Abransa,5.078366,-1.5388799,22.0,3630.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,3.76,0.68,160.84058608059317,True,2,19.22,5.250318833333333,-1.5568655866666665,True
Abrefakrom,7.4747819,-2.1701509,363.0,1309.0,WorldPop_2020,village/town/hamlet,Buoku polyclinic,Clinic,7.4832239,-2.1730852,0.99,0.53,98.32920207403828,True,1,39.27,7.707216,-1.9018804730769232,True
Abrekum,5.3079715,-0.7123304,14.0,1494.0,WorldPop_2020,village/town/hamlet,Emergency Unit,Clinic,5.3411207,-0.7516456,5.7,0.81,103.24143176209492,True,7,62.43,5.636796764853556,-0.2551691866108785,True
Abrem,5.1863369,-1.4267674,69.0,3189.0,WorldPop_2020,village/town/hamlet,Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,13.73,0.63,156.30361076646668,True,2,16.07,5.250318833333333,-1.5568655866666665,True
Abrem Berase,5.1901898,-1.3951965,60.0,1906.0,WorldPop_2020,village/town/hamlet,Atonkwa CHPS Compound,Clinic,5.1148728,-1.3256942,11.37,0.63,153.58274188331896,True,2,19.11,5.250318833333333,-1.5568655866666665,True
Abremponsu,6.3228991,-0.2436277,500.0,532.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,13.85,0.95,26.06132941507286,True,13,25.93,6.314441660273973,-0.4781223835616439,True
Abrense,6.499522,-1.8314188,215.0,577.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.6599097,-1.8423071,17.87,0.61,78.72003918215374,True,8,36.74,6.714017028571429,-1.578396487755102,True
Abrense,7.0173683,-2.4544935,260.0,382.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.9822811,-2.38736,8.37,0.61,92.44209000821118,True,12,7.26,6.964500993939394,-2.4931057818181817,True
Abrepo,6.7272682,-1.6542739,271.0,76845.0,WorldPop_2020,suburb,County Hospital,Hospital,6.7265479,-1.6582299,0.44,0.53,46.81888087829176,False,8,8.51,6.714017028571429,-1.578396487755102,True
Abresekurom,6.9903627,-2.6850291,252.0,344.0,WorldPop_2020,village/town/hamlet,Ahmadiyya,Clinic,6.8940491,-2.5651706,17.02,0.53,92.1054907290016,True,12,21.38,6.964500993939394,-2.4931057818181817,True
Abreshia,5.1331184,-1.4239953,36.0,2552.0,WorldPop_2020,village/town/hamlet,Kissi Health Centre,Hospital,5.0871197,-1.5060483,10.43,0.68,160.38324527967615,True,2,19.66,5.250318833333333,-1.5568655866666665,True
Abrobiano,5.0423322,-1.5328166,5.0,2293.0,WorldPop_2020,village/town/hamlet,Komenda Health Center,Clinic,5.0530526,-1.4929279,4.58,0.92,164.3169365574322,True,2,23.28,5.250318833333333,-1.5568655866666665,True
Abrobuasen,6.0344114,-1.8825755,121.0,241.0,WorldPop_2020,village/town/hamlet,DOORMOSH,Clinic,5.9615088,-1.8845838,8.11,0.53,68.59795739467037,True,9,75.44,5.670289039344262,-2.458074481967213,True
Abrodease,6.5501368,-1.8224133,236.0,973.0,WorldPop_2020,village/town/hamlet,Frimpong Boateng Medical Center,Hospital,6.6615016,-1.8205251,12.38,0.81,73.78140698291446,True,8,32.53,6.714017028571429,-1.578396487755102,True
Abrofow,5.4136422,-0.9367062,82.0,4944.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.4282328,-0.958741,2.93,0.61,102.78686771073843,True,2,71.02,5.250318833333333,-1.5568655866666665,True
Abrokofe,6.3868947,-2.8904672,193.0,358.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,11.59,0.81,50.31333418651513,True,12,77.79,6.964500993939394,-2.4931057818181817,True
