Village,Latitude,Longitude,Elevation_m,Population,Population_Source,Place_Type,Nearest_Facility_Name,Nearest_Facility_Type,Nearest_Facility_Latitude,Nearest_Facility_Longitude,Distance_Nearest_Facility_km,Nearest_Facility_Confidence,Dist_Zipline_km,Is_Rural,Hub_ID,Distance_Hub_km,Hub_Latitude,Hub_Longitude,Covered
Naturi Ndorenu,10.0968483,0.3143424,135.0,536.0,WorldPop_2020,village/town/hamlet,Chereponi Hospital,Hospital,10.1306476,0.2866376,4.83,0.53,125.5618368726923,True,3,51.97,9.697704974074075,0.06749332962962973,True
Nava,10.2823859,-0.8274493,141.0,1255.0,WorldPop_2020,village/town/hamlet,Catholic Family Reproductive Health Program,Hospital,10.360317,-0.7959098,9.33,0.53,7.613165776972109,True,11,50.02,10.73173961451613,-0.8055273370967743,True
Navrongo,10.8928117,-1.0883729,198.0,25470.0,GeoNames/OSM,village/town/hamlet,At Jude Clinic,Clinic,10.8941505,-1.0885918,0.15,0.81,67.9458667417467,True,11,35.71,10.73173961451613,-0.8055273370967743,True
Nawari,10.2173192,0.275495,159.0,121.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,10.2727642,0.2078822,9.63,0.33,119.06394350311965,True,3,62.11,9.697704974074075,0.06749332962962973,True
Nawiago,9.8117011,-0.2588328,219.0,274.0,WorldPop_2020,village/town/hamlet,Gushiegu Government Hospital,Hospital,9.9298768,-0.2137065,14.04,0.63,84.0832719539462,True,3,37.94,9.697704974074075,0.06749332962962973,True
Nawlogu,10.2970352,0.1874649,174.0,432.0,WorldPop_2020,village/town/hamlet,Wenchiki Clinic,Clinic,10.273154,0.207796,3.46,0.53,108.6806464273922,True,3,67.93,9.697704974074075,0.06749332962962973,True
Nawuni,9.6597438,-1.0503017,107.0,221.0,WorldPop_2020,village/town/hamlet,Bontanga hospital,Hospital,9.5792913,-0.9950347,10.8,0.53,80.68823403708393,True,6,25.52,9.432527868333334,-1.01728251,True
Nawuni,9.8759761,-0.1887361,246.0,1037.0,WorldPop_2020,village/town/hamlet,Gushiegu Government Hospital,Hospital,9.9298768,-0.2137065,6.59,0.63,85.17195776715268,True,3,34.37,9.697704974074075,0.06749332962962973,True
Nayeri,10.4992111,-1.0047428,146.0,440.0,WorldPop_2020,village/town/hamlet,Kpasinkpe Health Centre,Clinic,10.4471711,-1.0469888,7.4,0.53,27.730795026699305,True,11,33.8,10.73173961451613,-0.8055273370967743,True
Nayorku,10.3770678,-0.7651795,152.0,2205.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,10.3975025,-0.7858905,3.21,0.61,5.354744047836432,True,11,39.68,10.73173961451613,-0.8055273370967743,True
Nayorku,10.4936484,-0.4784095,301.0,308.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,10.5343726,-0.3740678,12.27,0.33,39.11761558419054,True,11,44.49,10.73173961451613,-0.8055273370967743,True
Nayugu,9.8198965,-0.2746272,226.0,556.0,WorldPop_2020,village/town/hamlet,Gushiegu Government Hospital,Hospital,9.9298768,-0.2137065,13.93,0.63,82.21721693224879,True,3,39.88,9.697704974074075,0.06749332962962973,True
Nazareth,5.7831354,-0.7782403,156.0,3758.0,WorldPop_2020,village/town/hamlet,Essaso CHPS compound,Clinic,5.7645167,-0.6977078,9.15,0.81,59.196427922954754,True,7,60.12,5.636796764853556,-0.2551691866108785,True
Nbete,6.4159117,-0.134832,299.0,552.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,2.05,0.95,33.856017957725626,True,13,39.58,6.314441660273973,-0.4781223835616439,True
Nboondo,8.6450979,-0.1175388,141.0,642.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,8.4881281,-0.1807559,18.79,0.53,94.38765450198515,True,10,50.71,8.31955012745098,0.20536231960784324,True
Nchiraa,7.8944888,-1.9866075,348.0,3081.0,WorldPop_2020,village/town/hamlet,Mansie Chips Compound,Clinic,7.9883297,-1.9282994,12.25,0.53,114.15824065574031,True,1,22.82,7.707216,-1.9018804730769232,True
Nchɛnsedanho,5.8491269,-2.8905595,126.0,518.0,WorldPop_2020,village/town/hamlet,Enuko Princella,Pharmacy,5.8225908,-2.8264371,7.68,0.81,58.103549357068665,True,9,51.82,5.670289039344262,-2.458074481967213,True
Nekpegu,9.3178336,-1.1025345,113.0,293.0,WorldPop_2020,village/town/hamlet,Sankpala Health Center,Clinic,9.2645308,-1.004649,12.27,0.53,118.46459894815314,True,6,15.82,9.432527868333334,-1.01728251,True
Nerebehi,6.7012828,-1.8057154,210.0,2201.0,WorldPop_2020,village/town/hamlet,Unnamed Hospital,Hospital,6.692788,-1.7907041,1.91,0.61,60.6867681303612,True,8,25.14,6.714017028571429,-1.578396487755102,True
New Abelekuma,5.7776902,0.00449,31.0,3904.0,WorldPop_2020,suburb,P.A. Mamattah Chemical Licensed Chemical Seller,Pharmacy,5.7745475,0.0013797,0.49,0.82,68.54831655917297,False,7,32.72,5.636796764853556,-0.2551691866108785,True
New Abentensu,6.4797389,-0.657777,199.0,2788.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,6.477494,-0.6567451,0.27,0.33,38.55693477042157,True,13,27.05,6.314441660273973,-0.4781223835616439,True
New Abirem,6.3443031,-0.9980393,170.0,8939.0,WorldPop_2020,village/town/hamlet,Tiawiah CHPS Compound,Clinic,6.4138806,-0.8676785,16.35,0.91,63.04092308974758,True,13,57.56,6.314441660273973,-0.4781223835616439,True
New Aboi,5.6356104,-2.0303249,68.0,245.0,WorldPop_2020,village/town/hamlet,Dawurampong Health center,Clinic,5.6847182,-2.0255273,5.49,0.53,78.6141419600085,True,9,47.49,5.670289039344262,-2.458074481967213,True
New Achiase,6.4803363,-2.0381701,174.0,1555.0,WorldPop_2020,village/town/hamlet,Nyinahin Hospital,Hospital,6.6008109,-2.1097935,15.56,0.53,59.39098253906874,True,8,57.05,6.714017028571429,-1.578396487755102,True
New Achimota,5.6193772,-0.2403501,30.0,67511.0,WorldPop_2020,suburb,Elizabeth Oppong License Chemical Shop,Pharmacy,5.6168827,-0.2424288,0.36,0.93,68.41612559366664,False,7,2.54,5.636796764853556,-0.2551691866108785,True
New Adakwai,6.3672488,-1.4947829,249.0,1453.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,11.47,0.53,76.95713803616658,True,8,39.65,6.714017028571429,-1.578396487755102,True
New Agou,8.4783131,0.3236134,126.0,2974.0,WorldPop_2020,village/town/hamlet,Jumbo No.1 CHPS Compound,Health_Center,8.4647008,0.3361121,2.04,0.67,83.8540550369564,True,10,21.93,8.31955012745098,0.20536231960784324,True
New Agyina,6.3668498,0.0591534,223.0,2075.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,11.44,0.53,17.654765586554763,True,13,59.66,6.314441660273973,-0.4781223835616439,True
New Akaporiso,6.2077117,-1.6224682,181.0,4754.0,WorldPop_2020,suburb,SDA Hospital,Hospital,6.19789,-1.63915,2.14,0.81,95.44666148205584,False,8,56.51,6.714017028571429,-1.578396487755102,True
New Akrade,6.2060906,0.0801532,54.0,9732.0,WorldPop_2020,village/town/hamlet,DC Pharmacy,Pharmacy,6.2328892,0.0920081,3.26,0.81,32.53287955099887,True,13,62.87,6.314441660273973,-0.4781223835616439,True
New Akrofuom,6.1532908,-1.475403,157.0,3243.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,18.77,0.81,100.15845603025916,True,8,63.38,6.714017028571429,-1.578396487755102,True
New Ampabame,6.7057153,-1.4216217,248.0,4498.0,WorldPop_2020,village/town/hamlet,Roseth community eye care,Hospital,6.7176919,-1.4656783,5.04,0.82,38.77822794651088,True,8,17.34,6.714017028571429,-1.578396487755102,True
New Anyaboni,6.3400325,-0.0718564,173.0,1242.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,10.74,0.95,30.68783179308339,True,13,44.99,6.314441660273973,-0.4781223835616439,True
New Aplaku,5.5457301,-0.3329855,16.0,22803.0,WorldPop_2020,suburb,All Faith Clinic,Clinic,5.5429511,-0.3350059,0.38,0.81,73.72542686302639,False,7,13.29,5.636796764853556,-0.2551691866108785,True
New Asonomaso,6.8359659,-1.5166269,344.0,2534.0,WorldPop_2020,village/town/hamlet,Zion Praise Hospital,Hospital,6.8417548,-1.5135318,0.73,0.81,28.179054287487077,True,8,15.18,6.714017028571429,-1.578396487755102,True
New Ateitu,5.3796798,-0.6116791,19.0,1786.0,WorldPop_2020,village/town/hamlet,north campus,Hospital,5.3700774,-0.6296252,2.26,0.67,92.8411470903721,True,7,48.73,5.636796764853556,-0.2551691866108785,True
New Ayasi,6.2916896,-1.5188858,257.0,2773.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,16.9,0.81,85.63818370302559,True,8,47.42,6.714017028571429,-1.578396487755102,True
New Ayoma,7.2878043,0.5860926,271.0,2183.0,WorldPop_2020,village/town/hamlet,New Ayoma Health Centre,Health_Post,7.2842245,0.58369,0.48,0.67,86.88575683324218,True,0,39.64,7.010195706040268,0.36073386979865807,True
New Baika,7.2277432,0.5332281,220.0,1687.0,WorldPop_2020,village/town/hamlet,Baika Health Centre Maternity Block,Health_Post,7.2346091,0.5313464,0.79,0.67,87.21617509278485,True,0,30.78,7.010195706040268,0.36073386979865807,True
New Bakpa,6.0487105,0.5394874,22.0,1590.0,WorldPop_2020,village/town/hamlet,New Bakpa Chps Compound,Health_Post,6.0510723,0.5400686,0.27,0.67,64.07548301799466,True,4,18.52,6.159094553846154,0.6649345371794871,True
New Barrier / Tuba Junction,5.5466969,-0.3823644,19.0,12250.0,WorldPop_2020,locality,Declan Pharmacy,Pharmacy,5.5391993,-0.3993413,2.06,0.81,72.88831004710873,True,7,17.28,5.636796764853556,-0.2551691866108785,True
New Bomfa,6.7630858,-1.4564874,295.0,1529.0,WorldPop_2020,village/town/hamlet,George & Angelina,Clinic,6.7433264,-1.458069,2.2,0.81,33.16875539436111,True,8,14.53,6.714017028571429,-1.578396487755102,True
New Brodekwano,6.5367272,-1.3526265,217.0,1573.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,15.27,0.53,57.37559994718114,True,8,31.79,6.714017028571429,-1.578396487755102,True
New Brosankro,7.0332585,-2.1008163,276.0,1978.0,WorldPop_2020,village/town/hamlet,Agya Nti,Pharmacy,7.0040968,-2.1669627,7.99,0.81,79.06652592198016,True,12,43.97,6.964500993939394,-2.4931057818181817,True
New Chanakope,6.2411803,0.0967741,18.0,4249.0,WorldPop_2020,village/town/hamlet,Eric's Chemists,Pharmacy,6.2393408,0.0922965,0.54,0.81,28.300749596862577,True,4,63.47,6.159094553846154,0.6649345371794871,True
New Daamang,7.0413693,-1.3965404,404.0,4096.0,WorldPop_2020,village/town/hamlet,Mampong Government Hospital,Hospital,7.0423793,-1.406451,1.1,0.53,1.8964655649209456,True,8,41.57,6.714017028571429,-1.578396487755102,True
New Dawhenya,5.7536673,0.0450377,23.0,5010.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.7530506,0.0457586,0.11,0.61,73.64742603769236,False,7,35.67,5.636796764853556,-0.2551691866108785,True
New Debiso,6.6259724,-3.061649,213.0,553.0,WorldPop_2020,village/town/hamlet,Nsowakrom CHPS Compound,Clinic,6.7743332,-3.1318173,18.23,0.53,80.54428477432856,True,12,73.2,6.964500993939394,-2.4931057818181817,True
New Denkyira,5.8109584,-2.8317207,99.0,2992.0,WorldPop_2020,suburb,Presbyterian Health Service Enchi,Clinic,5.808526,-2.8342435,0.39,0.81,56.22673722685543,False,9,44.2,5.670289039344262,-2.458074481967213,True
New Dormaa,7.3418453,-2.3062009,298.0,7295.0,WorldPop_2020,suburb,Best Life Pharmacy,Pharmacy,7.3443303,-2.3021697,0.52,0.81,106.5390829617148,False,12,46.75,6.964500993939394,-2.4931057818181817,True
New Dorminase,6.5091658,-0.2320486,342.0,1207.0,WorldPop_2020,village/town/hamlet,Asesewa Government Hospital,Hospital,6.4017208,-0.146631,15.23,0.95,41.3523368547887,True,13,34.76,6.314441660273973,-0.4781223835616439,True
New Ebu,5.2287853,-1.2323785,84.0,2842.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,2.51,0.67,138.50271490425445,True,2,36.01,5.250318833333333,-1.5568655866666665,True
New Edubiase,6.06106,-1.391838,150.0,8906.0,WorldPop_2020,village/town/hamlet,SDA Hospital,Hospital,6.19789,-1.63915,31.29,0.81,105.83513832749502,True,8,75.48,6.714017028571429,-1.578396487755102,True
New Gbawe,5.575945,-0.2959979,17.0,23667.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.577008,-0.2985254,0.3,0.61,71.27808522486993,False,7,8.14,5.636796764853556,-0.2551691866108785,True
New Jejeti,6.4736263,-0.6495977,200.0,3312.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,0.54,0.53,37.47170374327087,True,13,25.93,6.314441660273973,-0.4781223835616439,True
New Jerusalem,5.7865398,-0.0194656,33.0,2205.0,WorldPop_2020,suburb,Omari Medical Centre,Clinic,5.7722671,-0.0050862,2.25,0.82,65.95566431487863,False,7,30.94,5.636796764853556,-0.2551691866108785,True
New Kabenla-Suazo,5.0643756,-2.7764136,52.0,3757.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.0629333,-2.7771963,0.18,0.61,127.75351410414272,True,9,76.04,5.670289039344262,-2.458074481967213,True
New Koforidua,6.6313417,-1.3211682,222.0,2028.0,WorldPop_2020,village/town/hamlet,Konongo Hospital,Hospital,6.6239645,-1.2172439,11.51,0.53,47.33423779868345,True,8,29.86,6.714017028571429,-1.578396487755102,True
New Kokobriko,6.578241,-1.5451187,232.0,4119.0,WorldPop_2020,village/town/hamlet,Sawia Health Center,Hospital,6.6135698,-1.5422574,3.94,0.53,55.5461638367654,True,8,15.54,6.714017028571429,-1.578396487755102,True
New Konkrompe,7.7125426,-1.0068557,137.0,2523.0,WorldPop_2020,village/town/hamlet,Kumfia Healthcare,Clinic,7.7794723,-1.2247689,25.14,0.81,83.92643557015954,True,1,98.62,7.707216,-1.9018804730769232,False
New Kunka,6.2132161,-1.7009025,207.0,11309.0,WorldPop_2020,suburb,D. B. Twumasi Chemicals OTC Medicine,Pharmacy,6.2132762,-1.6884994,1.37,0.81,86.79191256955309,False,8,57.31,6.714017028571429,-1.578396487755102,True
New Kweiman,5.7879614,-0.1733136,91.0,5545.0,WorldPop_2020,village/town/hamlet,Outbox Pharmacy,Pharmacy,5.7836454,-0.1687572,0.7,0.82,54.921216639245294,True,7,19.09,5.636796764853556,-0.2551691866108785,True
New Kyekyire,6.7601083,-1.642684,265.0,17297.0,WorldPop_2020,village/town/hamlet,Aslina Chemist,Pharmacy,6.7588843,-1.6455713,0.35,0.81,43.21834462939079,True,8,8.76,6.714017028571429,-1.578396487755102,True
New Legon,5.7151912,-0.1290786,46.0,3389.0,WorldPop_2020,suburb,Sweden Ghana Medical Centre,Hospital,5.7250381,-0.1148981,1.91,0.81,64.33774510634437,False,7,16.45,5.636796764853556,-0.2551691866108785,True
New Longoro,8.1427152,-2.0302851,112.0,2389.0,WorldPop_2020,village/town/hamlet,Manchala chip co,Clinic,8.1697297,-1.8943225,15.26,0.81,139.80835221994008,True,1,50.45,7.707216,-1.9018804730769232,True
New Mamprobi,5.5453617,-0.2437163,29.0,79664.0,WorldPop_2020,suburb,Barnor Hospital,Hospital,5.5492639,-0.2411191,0.52,0.53,76.07204572894967,False,7,10.25,5.636796764853556,-0.2551691866108785,True
New Mangoase,5.9555356,-0.2873332,62.0,2283.0,WorldPop_2020,village/town/hamlet,Adweso Clinic,Hospital,6.0634948,-0.253995,12.56,0.63,32.5018741676264,True,7,35.62,5.636796764853556,-0.2551691866108785,True
New Mpanease,6.4829724,-1.760599,207.0,600.0,WorldPop_2020,village/town/hamlet,Gary Marvin Memorial Hospital,Hospital,6.604927,-1.6603731,17.51,0.53,75.59335291106942,True,8,32.64,6.714017028571429,-1.578396487755102,True
New Nammboku,10.5643687,-0.2948365,384.0,356.0,WorldPop_2020,village/town/hamlet,Baptist Medical Centre,Hospital,10.5197849,-0.3646745,9.1,0.53,60.65857996428296,True,11,58.83,10.73173961451613,-0.8055273370967743,True
New Ningo,5.7365258,0.1605091,21.0,1502.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,5.7176285,0.126152,4.34,0.61,83.1587740498688,True,7,47.31,5.636796764853556,-0.2551691866108785,True
New Nsutam,6.2929481,-0.4752945,210.0,5130.0,WorldPop_2020,village/town/hamlet,Rabitto Pharmacy,Pharmacy,6.2913819,-0.4743928,0.2,0.81,10.48679181236721,True,13,2.41,6.314441660273973,-0.4781223835616439,True
New Nyakpala,9.20042,0.3203969,171.0,914.0,WorldPop_2020,village/town/hamlet,USP Yakedji,Hospital,9.0343381,0.4873135,26.02,0.53,159.3667300510827,True,3,61.86,9.697704974074075,0.06749332962962973,True
New Obuase,6.1058427,-2.0517922,140.0,2420.0,WorldPop_2020,village/town/hamlet,JUABO,Clinic,6.0933179,-2.2142397,18.01,0.53,48.62882539804857,True,9,66.07,5.670289039344262,-2.458074481967213,True
New Odonase,5.3275675,-1.1491066,106.0,526.0,WorldPop_2020,village/town/hamlet,Hayford Dorothy,Pharmacy,5.2450265,-1.2480883,14.3,0.67,124.20513153923176,True,2,45.96,5.250318833333333,-1.5568655866666665,True
New Offinso,6.9433228,-1.6693757,269.0,6314.0,WorldPop_2020,neighbourhood,Offinso Health Center,Hospital,6.9379419,-1.6748899,0.85,0.53,33.690628660619026,False,8,27.4,6.714017028571429,-1.578396487755102,True
New Opembo,5.6828702,-0.5367047,115.0,3026.0,WorldPop_2020,village/town/hamlet,Adawukwao CHIPS Compound,Clinic,5.6721049,-0.5151614,2.67,0.92,58.35291280210798,True,7,31.57,5.636796764853556,-0.2551691866108785,True
New Osam,5.6463994,-1.5846893,86.0,250.0,GeoNames/OSM,village/town/hamlet,Mmaa Baasa CHPS Compound,Clinic,5.6520981,-1.5721956,1.52,0.92,115.91210267133056,True,2,44.15,5.250318833333333,-1.5568655866666665,True
New Papaase,6.5882673,-2.9229164,186.0,601.0,WorldPop_2020,village/town/hamlet,CHPS Compound,Clinic,6.4507913,-2.9733155,16.27,0.81,66.1145690517625,True,12,63.27,6.964500993939394,-2.4931057818181817,True
New Pipie Village,6.5434621,-1.3688386,231.0,604.0,WorldPop_2020,village/town/hamlet,Richard Fowler Catholic Clinic,Clinic,6.4679724,-1.4723001,14.18,0.53,56.545605606980736,True,8,29.92,6.714017028571429,-1.578396487755102,True
New Powmu,6.261196,0.0802329,33.0,3897.0,WorldPop_2020,village/town/hamlet,VRA Hospital,Hospital,6.2639983,0.0583854,2.43,0.53,26.73412898485422,True,13,62.0,6.314441660273973,-0.4781223835616439,True
New Russia,5.554935,-0.2556678,37.0,79222.0,WorldPop_2020,suburb,Dr. Beecham's Central Dansoman Clinic,Hospital,5.552274,-0.2622264,0.78,0.63,74.67633980893186,False,7,9.1,5.636796764853556,-0.2551691866108785,True
New Salem,5.9717879,0.4848736,6.0,627.0,WorldPop_2020,village/town/hamlet,Kpotame Health Centre,Health_Post,5.9766659,0.5257036,4.55,0.67,67.36431729664375,True,4,28.81,6.159094553846154,0.6649345371794871,True
New Sayereso,6.5957082,-2.76924,209.0,910.0,WorldPop_2020,village/town/hamlet,Nakite CHPS,Clinic,6.6257935,-2.7639025,3.4,0.53,55.54740458101092,True,12,51.1,6.964500993939394,-2.4931057818181817,True
New Somanya,6.0587625,-0.0230777,94.0,1208.0,WorldPop_2020,village/town/hamlet,Yilo Krobo District Hospital,Hospital,6.0699971,-0.029313,1.43,0.81,49.46521761325879,True,7,53.48,5.636796764853556,-0.2551691866108785,True
New Suame,6.7168741,-1.6356218,291.0,91816.0,WorldPop_2020,neighbourhood,PPAG Suame Clinic,Clinic,6.7179979,-1.6369393,0.19,0.53,46.45773104090247,False,8,6.33,6.714017028571429,-1.578396487755102,True
New Tafo,6.7156328,-1.6130429,281.0,92229.0,WorldPop_2020,suburb,Three Stone Hospital,Hospital,6.7156091,-1.6143899,0.15,0.81,45.13148917747117,False,8,3.83,6.714017028571429,-1.578396487755102,True
New Tafo Akim,6.2222923,-0.3655296,206.0,15625.0,WorldPop_2020,village/town/hamlet,CP,Pharmacy,6.2218955,-0.3655684,0.04,0.81,9.18694917202141,True,13,16.12,6.314441660273973,-0.4781223835616439,True
New Takoradi,4.906723,-1.745434,23.0,17513.0,WorldPop_2020,suburb,Sick Bay,Clinic,4.8990928,-1.7494607,0.96,0.53,163.07688311232164,False,2,43.54,5.250318833333333,-1.5568655866666665,True
New Techiman,7.4324923,-1.9757113,409.0,1805.0,WorldPop_2020,village/town/hamlet,Tanoso Health Center,Hospital,7.4530987,-1.973263,2.31,0.53,77.4341444663166,True,1,31.61,7.707216,-1.9018804730769232,True
New Town,5.0912498,-3.0972304,4.0,3220.0,WorldPop_2020,village/town/hamlet,Half-Assini Government Hospital,Hospital,5.0536117,-2.8904725,23.28,0.53,138.40901481047624,True,9,95.67,5.670289039344262,-2.458074481967213,False
New Town,5.6979313,-0.0370762,21.0,36657.0,WorldPop_2020,neighbourhood,Senes Pharmacy,Pharmacy,5.6975559,-0.037444,0.06,0.81,71.88861599902211,False,7,25.07,5.636796764853556,-0.2551691866108785,True
New Town,6.2052506,-2.490177,179.0,9835.0,WorldPop_2020,suburb,Green Shed Hospital,Hospital,6.1947913,-2.3273295,18.04,0.53,2.64687031709159,False,9,59.59,5.670289039344262,-2.458074481967213,True
New Town,7.3187205,-2.3340412,258.0,5559.0,WorldPop_2020,suburb,J&A Pharmacy,Pharmacy,7.3265081,-2.3327711,0.88,0.81,108.76562043424414,False,12,43.12,6.964500993939394,-2.4931057818181817,True
New Weija,5.5494732,-0.3402583,14.0,21939.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.5477393,-0.3390086,0.24,0.61,73.18413799367188,False,7,13.53,5.636796764853556,-0.2551691866108785,True
New Worobon,6.6447224,-0.4077172,118.0,1390.0,WorldPop_2020,village/town/hamlet,Asaaseboma CHPs Compound,Health_Post,6.7453453,-0.3607664,12.33,0.67,49.06748025353559,True,13,37.54,6.314441660273973,-0.4781223835616439,True
New Yakasi,5.8115992,-2.8638546,102.0,2442.0,WorldPop_2020,village/town/hamlet,Presbyterian Health Service Enchi,Clinic,5.808526,-2.8342435,3.29,0.81,58.66703757927554,True,9,47.56,5.670289039344262,-2.458074481967213,True
New Yaw Nkrumakurom,6.7820955,-1.4448953,293.0,1742.0,WorldPop_2020,village/town/hamlet,SICK,Hospital,6.8126582,-1.4265516,3.96,0.53,30.8321476300602,True,8,16.57,6.714017028571429,-1.578396487755102,True
New Zongo,6.7032486,-1.6090424,279.0,96772.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,6.7033425,-1.6124471,0.38,0.33,46.03639338408949,False,8,3.59,6.714017028571429,-1.578396487755102,True
Newtown,5.8126502,-2.4420011,103.0,5072.0,WorldPop_2020,suburb,Provider Pharmacy,Pharmacy,5.8089251,-2.4368761,0.7,0.67,41.115185932752766,False,9,15.93,5.670289039344262,-2.458074481967213,True
Nfomen,6.5413969,-0.6051305,524.0,1008.0,WorldPop_2020,village/town/hamlet,New Jejeti Health Centre,Hospital,6.4759191,-0.6539157,9.06,0.53,41.377711041483245,True,13,28.88,6.314441660273973,-0.4781223835616439,True
Nfrekrom No.2,6.7301761,-2.4935379,192.0,585.0,WorldPop_2020,village/town/hamlet,Dantano chips compound,Clinic,6.7228836,-2.4348178,6.53,0.81,60.63011921718924,True,12,26.06,6.964500993939394,-2.4931057818181817,True
Ngalekpole,4.9661211,-2.4825469,6.0,1614.0,WorldPop_2020,village/town/hamlet,St. Martin De Porres,Hospital,4.9654539,-2.4694642,1.45,0.53,134.45789090760158,True,9,78.35,5.670289039344262,-2.458074481967213,True
Ngalekyi,4.9685872,-2.4946679,8.0,1557.0,WorldPop_2020,village/town/hamlet,St. Martin De Porres,Hospital,4.9654539,-2.4694642,2.81,0.53,134.18973787575558,True,9,78.13,5.670289039344262,-2.458074481967213,True
Nganoman,5.8592615,-0.1069705,63.0,5779.0,WorldPop_2020,village/town/hamlet,Shai Osudoku Old District Hospital,Hospital,5.8853275,-0.0918681,3.35,0.53,53.412048255190086,True,7,29.68,5.636796764853556,-0.2551691866108785,True
Ngbanye Kura,8.1276777,-0.0495673,139.0,610.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,8.144827,-0.1540547,11.66,0.61,36.67823152474861,True,10,35.25,8.31955012745098,0.20536231960784324,True
Ngelekazo,4.9915039,-2.6067773,9.0,1115.0,WorldPop_2020,village/town/hamlet,Ekebaku Health Centre,Clinic,4.9832476,-2.5690692,4.28,0.91,132.34602216855913,True,9,77.25,5.670289039344262,-2.458074481967213,True
Ngleshie Amanfro,5.5411729,-0.4036,30.0,21068.0,WorldPop_2020,suburb,Unnamed Pharmacy,Pharmacy,5.5396332,-0.4032044,0.18,0.61,73.3075225034618,False,7,19.57,5.636796764853556,-0.2551691866108785,True
Ngyiresi,5.3536447,-0.8446265,56.0,2764.0,WorldPop_2020,village/town/hamlet,Ngyiresi CHPS Compound,Clinic,5.3511022,-0.8436953,0.3,0.81,103.74610797821327,True,7,72.44,5.636796764853556,-0.2551691866108785,True
Nhwiaso,6.0513956,-0.4842836,246.0,560.0,WorldPop_2020,village/town/hamlet,Suhum Hospital,Hospital,6.0380137,-0.4446668,4.63,0.63,17.25511485072594,True,13,29.26,6.314441660273973,-0.4781223835616439,True
Nhyiaeso,6.1845123,-1.7042689,184.0,3563.0,WorldPop_2020,suburb,Unnamed Hospital,Hospital,6.203002,-1.6847518,2.98,0.33,86.35344116544356,False,8,60.5,6.714017028571429,-1.578396487755102,True
Nhyiaeso,6.6809115,-1.6233373,277.0,55860.0,WorldPop_2020,suburb,KMA Clinic,Clinic,6.6850947,-1.6229761,0.47,0.81,48.9689896351225,False,8,6.18,6.714017028571429,-1.578396487755102,True
Nhyiam,5.5252641,-1.4333296,119.0,947.0,WorldPop_2020,village/town/hamlet,Clinic,Clinic,5.4908372,-1.5329901,11.68,0.81,132.52163059238,True,2,33.49,5.250318833333333,-1.5568655866666665,True
Nianta,8.9692779,-0.649079,138.0,186.0,WorldPop_2020,village/town/hamlet,Unnamed Pharmacy,Pharmacy,9.3387742,-0.8190727,45.13,0.61,147.28680552261028,True,6,65.47,9.432527868333334,-1.01728251,True
Nibiriba,7.2961803,-1.9286934,344.0,175.0,WorldPop_2020,isolated_dwelling,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,3.86,0.53,65.68166569925494,True,1,45.8,7.707216,-1.9018804730769232,True
Nieman,7.3430211,-1.7905462,231.0,422.0,WorldPop_2020,village/town/hamlet,Nkenkaasu Government Hospital,Hospital,7.3195232,-1.9027931,12.65,0.53,54.94970514946673,True,1,42.32,7.707216,-1.9018804730769232,True
Niengah,9.9382337,-0.3182868,184.0,375.0,WorldPop_2020,village/town/hamlet,Gushiegu Government Hospital,Hospital,9.9298768,-0.2137065,11.49,0.63,69.79831152870804,True,3,50.02,9.697704974074075,0.06749332962962973,True
Nii Aboman,5.7631355,-0.3730953,59.0,3716.0,WorldPop_2020,village/town/hamlet,Kotoku Clinic,Clinic,5.7363698,-0.3594848,3.34,0.81,49.27907608908878,True,7,19.17,5.636796764853556,-0.2551691866108785,True
