Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Old Subri,5.5105976,-1.7467313,1151.0,village/town/hamlet,10,23.76,True,MASA
Old Tafo,6.2329035,-0.396866,50457.0,village/town/hamlet,25,6.4,True,Zipline
Old Tafo,6.7341965,-1.6126943,84445.0,neighbourhood,26,43.56,True,Zipline
Old Town,5.3407483,-0.6208076,24063.0,suburb,4,6.03,True,MASA
Old Yakasi,5.8181225,-2.8707518,2160.0,village/town/hamlet,28,58.84,True,Zipline
Olutaboi,9.917922,0.256535,158.0,village/town/hamlet,18,28.37,True,MASA
Omajor,5.638257,-0.2904484,12186.0,suburb,25,65.08,True,Zipline
Omanaduare,6.438364,-1.7550079,1016.0,village/town/hamlet,26,79.74,True,Zipline
Omanekurom,6.385016,-0.9077829,2371.0,village/town/hamlet,25,54.9,True,Zipline
Omanhenekurom,5.6416883,-1.1396438,1270.0,village/town/hamlet,-1,-1.0,False,Aucun
Omanpe,5.6107995,-2.7342804,1152.0,village/town/hamlet,28,69.26,True,Zipline
Omarli,9.1676102,0.3931122,586.0,village/town/hamlet,-1,-1.0,False,Aucun
Omen Bobikuma,5.5501191,-0.8502173,9627.0,village/town/hamlet,4,28.74,True,MASA
Omenako,6.0704989,-0.4680172,1760.0,village/town/hamlet,25,14.9,True,Zipline
Onakwa,6.6045448,-0.8691913,868.0,village/town/hamlet,25,64.66,True,Zipline
Onipahiamoa,5.5860912,-1.1815748,311.0,village/town/hamlet,-1,-1.0,False,Aucun
Onomabo,5.5764383,-0.6536999,1512.0,village/town/hamlet,4,21.01,True,MASA
Onuku,6.4659763,-0.3155619,457.0,village/town/hamlet,25,32.64,True,Zipline
Onumaku,6.1879607,-0.1024014,389.0,village/town/hamlet,25,38.04,True,Zipline
Onwana,6.6583469,-0.9417209,441.0,village/town/hamlet,26,65.88,True,Zipline
Onwane,5.4000654,-0.9354192,3457.0,village/town/hamlet,1,25.52,True,MASA
Onwe,6.6847965,-1.449708,3975.0,village/town/hamlet,26,41.72,True,Zipline
Onwe,6.7948319,-2.5907135,263.0,village/town/hamlet,28,69.15,True,Zipline
Onwe,7.0862095,-2.1223542,283.0,village/town/hamlet,-1,-1.0,False,Aucun
Onwe Nkwanta,7.025272,-2.1250123,1416.0,village/town/hamlet,-1,-1.0,False,Aucun
Onwe No.2,6.5316375,-1.5001451,887.0,village/town/hamlet,26,59.5,True,Zipline
Onyaase,5.8082046,-0.190925,3359.0,village/town/hamlet,25,52.16,True,Zipline
Onyadze,5.3609667,-0.7065046,2512.0,village/town/hamlet,4,7.09,True,MASA
Onyamebekyere,5.9160632,-0.6767213,547.0,village/town/hamlet,25,40.81,True,Zipline
Onyamebekyere,6.1196081,-0.1500606,1839.0,village/town/hamlet,25,34.02,True,Zipline
Onyamebekyere,6.533226,-2.6161512,416.0,village/town/hamlet,28,41.68,True,Zipline
Onyameye,5.5120594,-1.4185345,255.0,isolated_dwelling,10,12.89,True,MASA
Onyansana,5.7146147,-0.3793341,4050.0,village/town/hamlet,25,54.77,True,Zipline
Onyenso,6.8274142,-0.7657629,280.0,village/town/hamlet,26,72.92,True,Zipline
Onyimso,6.747146,-0.9719094,544.0,village/town/hamlet,26,57.03,True,Zipline
Onyinase,6.6253774,-0.3356946,341.0,village/town/hamlet,25,48.56,True,Zipline
Oosomase,5.6429292,-0.6349567,701.0,village/town/hamlet,4,28.43,True,MASA
Opare-Kojokrom,5.9327228,-1.4971796,363.0,village/town/hamlet,-1,-1.0,False,Aucun
Oparekrom,6.3320316,-2.6880051,280.0,village/town/hamlet,28,28.01,True,Zipline
Oparekrom Junction,6.3273263,-2.681937,352.0,village/town/hamlet,28,27.15,True,Zipline
Oparekurom,5.8271102,-0.3447658,5514.0,village/town/hamlet,25,43.24,True,Zipline
Oparekurom,5.956278,-0.5260509,206.0,village/town/hamlet,25,28.79,True,Zipline
Opeikuma,5.5613896,-0.4755226,5360.0,village/town/hamlet,4,27.19,True,MASA
Opesika,6.2193615,-0.24414,393.0,village/town/hamlet,25,22.41,True,Zipline
Opetekwe,5.5338462,-0.2673636,67998.0,suburb,25,76.96,True,Zipline
Oplenyo,6.1947045,-0.1288211,1014.0,village/town/hamlet,25,35.1,True,Zipline
Opoku Akuraa,6.502496,-2.9453186,345.0,village/town/hamlet,28,62.16,True,Zipline
Opokuase,6.4564349,0.1805663,222.0,village/town/hamlet,29,4.09,True,Zipline
Opong Valley,5.6967364,-1.8469921,1362.0,village/town/hamlet,-1,-1.0,False,Aucun
Oponso,5.7651879,-1.8009661,1110.0,village/town/hamlet,-1,-1.0,False,Aucun
Oppongkrom,6.4754966,-2.4563463,600.0,village/town/hamlet,28,32.78,True,Zipline
Osada,5.7557068,-0.6381466,247.0,village/town/hamlet,25,54.05,True,Zipline
Osai Krodua,5.641293,-0.5090603,2501.0,village/town/hamlet,25,62.81,True,Zipline
Osai Kwadwo,5.9554203,-0.3999956,1015.0,village/town/hamlet,25,27.97,True,Zipline
Osamankuraa,5.7499715,-0.810938,763.0,village/town/hamlet,25,64.51,True,Zipline
Osamkwaa,5.4382574,-1.4483821,323.0,village/town/hamlet,10,11.04,True,MASA
Osarease,5.8221091,-0.9505054,625.0,village/town/hamlet,25,70.01,True,Zipline
Osedi,5.4537504,-0.9229059,3261.0,village/town/hamlet,-1,-1.0,False,Aucun
Oseedu,5.6577941,-0.610747,1249.0,village/town/hamlet,25,63.26,True,Zipline
Osei krom,6.6043583,-2.4157932,820.0,village/town/hamlet,28,47.57,True,Zipline
OseiKwasi/Kwankobi,6.9422613,-2.8347677,312.0,village/town/hamlet,-1,-1.0,False,Aucun
Oseikrom,6.4180996,-2.1851067,547.0,village/town/hamlet,28,42.24,True,Zipline
Oseikrom,6.5904007,-2.3507145,200.0,village/town/hamlet,28,47.76,True,Zipline
Oseikrom,6.5984726,-2.6641899,373.0,village/town/hamlet,28,50.39,True,Zipline
Oseikrom,6.8209215,-2.1142863,185.0,village/town/hamlet,-1,-1.0,False,Aucun
Oseikrom,7.294037,-1.3958014,715.0,village/town/hamlet,26,26.66,True,Zipline
Oseikurom,6.5241684,-0.9330808,653.0,isolated_dwelling,25,64.6,True,Zipline
Oseikurom,6.8117327,-2.4632704,258.0,village/town/hamlet,28,70.06,True,Zipline
Oseikurom,6.9215033,-2.4477652,357.0,village/town/hamlet,8,26.88,True,MASA
Oseikwadwokurom,6.6598442,-2.5400815,335.0,village/town/hamlet,28,53.49,True,Zipline
Oseikwamekurom,6.9905766,-2.729421,265.0,village/town/hamlet,-1,-1.0,False,Aucun
Osenase,5.9575677,-0.754694,8578.0,village/town/hamlet,25,43.66,True,Zipline
Oseneagya,5.6365634,-1.7123276,751.0,village/town/hamlet,10,25.62,True,MASA
Osenho,5.7723716,-0.8069989,265.0,village/town/hamlet,25,62.3,True,Zipline
Oshiyie,5.5006739,-0.3525536,5524.0,village/town/hamlet,25,78.75,True,Zipline
Osiabura,6.3775632,0.1885982,2171.0,village/town/hamlet,29,12.67,True,Zipline
Osiem,6.25358,-0.421964,10558.0,village/town/hamlet,25,6.26,True,Zipline
Osino,6.35011,-0.486608,7409.0,village/town/hamlet,25,16.99,True,Zipline
Osofoman,5.7225412,-0.2785715,5964.0,village/town/hamlet,25,56.52,True,Zipline
Osonso-Korlenya,6.3079618,-0.233666,468.0,village/town/hamlet,25,26.25,True,Zipline
Osonson,6.3217501,-0.2188361,667.0,village/town/hamlet,25,28.4,True,Zipline
Osorase,5.8486912,-0.9673633,9115.0,village/town/hamlet,25,69.79,True,Zipline
Osorase Teshiman,5.7950539,-0.9495352,939.0,village/town/hamlet,25,71.78,True,Zipline
Osoroase,6.401247,-0.7060419,1521.0,village/town/hamlet,25,36.22,True,Zipline
Osramani,7.9585594,-0.0108063,3385.0,village/town/hamlet,30,17.84,True,Zipline
Osu,5.5605929,-0.1824391,75701.0,suburb,25,77.13,True,Zipline
Osu,6.5115749,-0.1095039,480.0,village/town/hamlet,29,30.16,True,Zipline
Osuaban Worobon,6.5943267,-0.4985958,697.0,village/town/hamlet,25,43.93,True,Zipline
Osubanso,6.5533029,-0.6512162,420.0,village/town/hamlet,25,45.09,True,Zipline
Osubeng,6.6683632,-0.9182322,1500.0,village/town/hamlet,26,67.12,True,Zipline
Osubo,6.2167617,-0.2181172,567.0,village/town/hamlet,25,25.26,True,Zipline
Osuwem,6.0267613,0.1801158,799.0,village/town/hamlet,29,51.38,True,Zipline
Otaakrom,6.5463526,-2.1687514,2313.0,village/town/hamlet,28,53.47,True,Zipline
OtabilKwa,5.693195,-0.8600195,819.0,village/town/hamlet,25,72.83,True,Zipline
Otabilkrom,5.5315914,-0.7135695,54417.0,village/town/hamlet,4,17.57,True,MASA
Otanor,5.6532539,-0.1288131,10003.0,suburb,25,70.46,True,Zipline
Otaomina,5.7688224,-0.2702701,228.0,village/town/hamlet,25,52.02,True,Zipline
Otareso,6.0840597,-0.1281055,763.0,village/town/hamlet,25,37.56,True,Zipline
Otaten,5.5782202,-0.2612418,83062.0,neighbourhood,25,72.39,True,Zipline
Oteiprow,5.5230963,-0.6810075,3671.0,village/town/hamlet,4,15.5,True,MASA
Otenkorang,5.7188893,-0.8278377,871.0,village/town/hamlet,25,68.38,True,Zipline
Oterkpolu,6.207207,-0.118815,1671.0,village/town/hamlet,25,36.19,True,Zipline
Otinibi,5.793995,-0.1521778,5355.0,village/town/hamlet,25,55.88,True,Zipline
Otoase,5.8540892,-0.4170352,1380.0,village/town/hamlet,25,38.9,True,Zipline
Otojor,5.5620043,-0.2753277,37350.0,suburb,25,73.71,True,Zipline
Otolli Junction,8.4108127,0.3931873,1177.0,village/town/hamlet,13,12.87,True,MASA
Otopa,5.8023953,-0.9593061,360.0,village/town/hamlet,25,72.12,True,Zipline
Otopakurom,5.8553566,-0.2956358,612.0,village/town/hamlet,25,42.06,True,Zipline
Otopayayawkurom,5.8874516,-0.2286074,380.0,village/town/hamlet,25,42.52,True,Zipline
Otu Kwadwo,5.8771475,-0.3110504,777.0,village/town/hamlet,25,39.16,True,Zipline
Otuano Camp,5.5822284,-1.5045396,250.0,village/town/hamlet,10,10.64,True,MASA
Otumi,6.2183296,-0.9124893,3861.0,village/town/hamlet,25,51.57,True,Zipline
Oturoku,6.4047035,-0.9002647,567.0,village/town/hamlet,25,54.98,True,Zipline
Otwekrom,5.5488297,-0.6184061,634.0,village/town/hamlet,4,18.24,True,MASA
Otwenkwanta,6.0008033,-0.7694508,546.0,village/town/hamlet,25,42.21,True,Zipline
Otwereso,6.0158276,-1.1404325,8339.0,village/town/hamlet,25,79.52,True,Zipline
Otwetiri,5.9743399,-0.1882933,1381.0,village/town/hamlet,25,38.18,True,Zipline
Ouagadougou,7.3557368,-1.0048306,580.0,village/town/hamlet,26,53.72,True,Zipline
Ovaganya,6.4299768,-0.0771698,409.0,village/town/hamlet,29,27.27,True,Zipline
Owankwae,7.5877248,0.285806,726.0,village/town/hamlet,30,40.35,True,Zipline
Owinso,5.7919135,-0.3110236,1423.0,village/town/hamlet,25,48.06,True,Zipline
Owiredu,6.1142593,-0.1959863,980.0,village/town/hamlet,25,29.36,True,Zipline
Owlo,10.3883769,-2.52255,1220.0,village/town/hamlet,19,11.61,True,MASA
Oworase,6.5796066,-0.6064166,405.0,isolated_dwelling,25,45.5,True,Zipline
Oworom,5.9397241,-0.6069796,2465.0,village/town/hamlet,25,34.22,True,Zipline
Oworomera,6.5257147,-0.8520225,156.0,village/town/hamlet,25,57.46,True,Zipline
Owumpesika,5.5776422,-0.6462461,1847.0,village/town/hamlet,4,21.14,True,MASA
Owuobegahwan,6.6219111,-2.6329114,418.0,village/town/hamlet,28,51.59,True,Zipline
Owuobuoho,7.0927347,-1.3486576,413.0,village/town/hamlet,26,5.88,True,Zipline
Owurahai,6.2761958,-0.1942429,341.0,village/town/hamlet,25,29.02,True,Zipline
Owuraku,5.8328577,-0.3537431,4454.0,village/town/hamlet,25,42.38,True,Zipline
Owuratwum,6.1077679,-0.5487773,869.0,village/town/hamlet,25,15.49,True,Zipline
Owusu Ansah,5.7411054,-0.167284,11287.0,neighbourhood,25,59.88,True,Zipline
Owusu Ansahkrom,7.0045021,-2.4348235,370.0,village/town/hamlet,8,17.54,True,MASA
Owusukrom,5.8978818,-2.7259532,124.0,village/town/hamlet,28,41.36,True,Zipline
Owusukrom,6.4519151,-2.3958468,517.0,village/town/hamlet,28,31.57,True,Zipline
Owusukurom,5.8923822,-0.4756576,340.0,village/town/hamlet,25,34.66,True,Zipline
Owusukurom,5.9130484,-1.5089786,772.0,village/town/hamlet,-1,-1.0,False,Aucun
Owusukurom,5.924419,-0.7277718,180.0,isolated_dwelling,25,43.9,True,Zipline
Owusukurom,6.526705,-2.1037141,453.0,village/town/hamlet,28,56.92,True,Zipline
Owusukwai,5.8256634,-0.7662566,396.0,village/town/hamlet,25,54.87,True,Zipline
Oyarifa,5.7441035,-0.1764887,4283.0,village/town/hamlet,25,59.08,True,Zipline
Oyibi,5.8142534,-0.121343,12145.0,village/town/hamlet,25,56.18,True,Zipline
Oyoko,6.1372155,-0.2882317,10578.0,village/town/hamlet,25,18.92,True,Zipline
Oyoko,6.5536688,-1.5705196,1233.0,village/town/hamlet,26,59.32,True,Zipline
Paa,6.5671564,-1.6606468,5481.0,village/town/hamlet,26,62.12,True,Zipline
Paanting,9.2566191,-0.3426568,539.0,village/town/hamlet,-1,-1.0,False,Aucun
Paaso,5.499036,-1.5112585,383.0,village/town/hamlet,10,2.57,True,MASA
Pabi,5.9621319,-0.6058768,865.0,village/town/hamlet,25,32.05,True,Zipline
Padom,6.1929125,0.0756437,4607.0,village/town/hamlet,29,34.24,True,Zipline
Pafo,6.4956173,-2.4252271,570.0,village/town/hamlet,28,35.48,True,Zipline
Pafo Nkwanta,6.5099253,-2.4344856,855.0,village/town/hamlet,28,36.88,True,Zipline
Pafwah,10.871028,-0.2361421,1044.0,village/town/hamlet,20,6.8,True,MASA
Paga,10.970036,-1.101674,6496.0,village/town/hamlet,27,76.56,True,Zipline
Pagazaa,9.375929,-0.7082426,974.0,village/town/hamlet,0,11.7,True,MASA
Pagnatig,10.535408,0.1148414,2359.0,village/town/hamlet,-1,-1.0,False,Aucun
Pakpe,6.1585875,-0.1338074,425.0,village/town/hamlet,25,34.88,True,Zipline
Pakro,5.9058095,-0.3170403,1481.0,village/town/hamlet,25,35.97,True,Zipline
Pakronkwanta,5.9384951,-0.2946427,636.0,village/town/hamlet,25,33.82,True,Zipline
Pakyi,6.5997233,-1.9603279,725.0,village/town/hamlet,28,74.25,True,Zipline
Pakyi No.1,6.551202,-1.6742025,9736.0,village/town/hamlet,26,64.41,True,Zipline
Pakyi No.2,6.5569166,-1.6702559,9431.0,village/town/hamlet,26,63.64,True,Zipline
Palari,9.1781366,-0.1901936,331.0,village/town/hamlet,15,25.69,True,MASA
Palari,9.1879146,-0.3014437,190.0,village/town/hamlet,-1,-1.0,False,Aucun
Palguni,9.1628343,-0.4003042,282.0,village/town/hamlet,-1,-1.0,False,Aucun
Paliba,9.5500146,0.2306431,382.0,village/town/hamlet,18,13.87,True,MASA
Pamase No.1,6.5125467,-1.7285129,770.0,village/town/hamlet,26,71.18,True,Zipline
Pambros Village,5.5182827,-0.2878359,4116.0,village/town/hamlet,25,78.09,True,Zipline
Pambu,8.561354,-0.7916987,271.0,village/town/hamlet,-1,-1.0,False,Aucun
Pamdu,7.8164754,-1.7979067,1601.0,village/town/hamlet,12,1.94,True,MASA
Pameng,6.2090638,-0.6236914,2044.0,village/town/hamlet,25,19.63,True,Zipline
Pampaso,6.3657731,-1.5776454,3037.0,village/town/hamlet,26,79.47,True,Zipline
Pampaso,7.028219,-1.4235181,1140.0,village/town/hamlet,26,5.11,True,Zipline
Pampatia,6.84091,-1.6693197,7741.0,village/town/hamlet,26,39.31,True,Zipline
Pampawie,7.8131815,0.5659741,1687.0,village/town/hamlet,30,63.75,True,Zipline
Pamplamatin,6.5790324,-0.3619051,630.0,village/town/hamlet,25,42.87,True,Zipline
Pamuruso,6.5271614,-2.2511278,444.0,village/town/hamlet,28,46.24,True,Zipline
Pamuruso No. 1,6.59398,-2.2182642,211.0,village/town/hamlet,28,54.44,True,Zipline
Pankese,6.503772,-0.8438927,4410.0,village/town/hamlet,25,55.25,True,Zipline
Pankese,6.5114034,-0.8448411,4274.0,village/town/hamlet,25,55.85,True,Zipline
Pankrono,6.7500453,-1.6055328,49858.0,suburb,26,41.67,True,Zipline
Panninkrom,5.8171817,-2.8448173,847.0,village/town/hamlet,28,56.86,True,Zipline
Pano,6.1797129,-0.5444375,9399.0,village/town/hamlet,25,11.16,True,Zipline
Panpanso,5.8733344,-0.3698758,887.0,village/town/hamlet,25,37.58,True,Zipline
Panpanso Ningo,5.8915071,-0.3641823,389.0,village/town/hamlet,25,35.77,True,Zipline
Panpanso-Teshi,5.8801651,-0.3641742,586.0,village/town/hamlet,25,36.99,True,Zipline
Pantang,5.7305855,-0.1938575,7646.0,suburb,25,59.45,True,Zipline
Panyani,10.7016444,-2.8911655,387.0,village/town/hamlet,-1,-1.0,False,Aucun
Papaase No.1,5.6229267,-0.4696102,5866.0,village/town/hamlet,25,64.52,True,Zipline
Papagya,5.2566815,-1.2610168,1198.0,village/town/hamlet,1,23.4,True,MASA
Papakyeae,7.8295299,-2.2250371,591.0,village/town/hamlet,-1,-1.0,False,Aucun
Papao,5.6643415,-0.2014339,12300.0,suburb,25,65.7,True,Zipline
Papase,7.7277198,0.5106069,2256.0,village/town/hamlet,30,58.16,True,Zipline
Papase No.2,5.6177289,-0.4661679,5757.0,village/town/hamlet,25,65.08,True,Zipline
Papasi,7.31562,-1.7476714,515.0,village/town/hamlet,26,49.39,True,Zipline
Papatia,8.1895516,-0.2655687,245.0,village/town/hamlet,30,51.68,True,Zipline
Papaye,8.1244488,0.1424789,684.0,village/town/hamlet,30,40.1,True,Zipline
Papaye,8.3449093,0.4556437,508.0,village/town/hamlet,13,22.91,True,MASA
Papease,6.9728226,-1.2799204,3065.0,village/town/hamlet,26,14.77,True,Zipline
Papueso,5.7463801,-2.7152185,305.0,village/town/hamlet,28,54.75,True,Zipline
Paraku Estate,5.7167818,-0.2028662,8361.0,neighbourhood,25,60.36,True,Zipline
Parakuo Estate,5.6406339,-0.2274768,16687.0,suburb,25,67.02,True,Zipline
Parambo,8.1337449,-0.7859436,5931.0,village/town/hamlet,-1,-1.0,False,Aucun
Paring,9.405607,-0.8806121,7672.0,suburb,0,7.64,True,MASA
Parishe,9.3547842,-0.7572133,1612.0,village/town/hamlet,0,7.08,True,MASA
Parkiso,5.867146,-0.7416093,669.0,village/town/hamlet,25,49.59,True,Zipline
Parkoso,6.721344,-1.5424204,15610.0,suburb,26,40.9,True,Zipline
Pase,10.0367376,-2.7109267,309.0,village/town/hamlet,7,18.9,True,MASA
Pasoro No. 2,6.4357488,-2.4220697,330.0,village/town/hamlet,28,29.05,True,Zipline
Pataase,5.2475384,-1.2854701,549.0,village/town/hamlet,1,25.83,True,MASA
Pataban,6.7678979,-0.9956195,422.0,village/town/hamlet,26,53.55,True,Zipline
Patakro,6.2797784,-1.6445656,2008.0,village/town/hamlet,-1,-1.0,False,Aucun
Patakru,6.2817001,-2.92223,883.0,village/town/hamlet,28,49.64,True,Zipline
Patanga,7.3511693,-0.9371665,175.0,village/town/hamlet,26,59.45,True,Zipline
Patase,6.3796988,-1.656112,1452.0,village/town/hamlet,-1,-1.0,False,Aucun
Patase,6.8347222,-1.6734168,7110.0,village/town/hamlet,26,40.09,True,Zipline
Patase,7.0691074,-1.4380189,640.0,village/town/hamlet,26,6.02,True,Zipline
Patasi,6.6801443,-1.6433144,79099.0,suburb,26,50.43,True,Zipline
Patatwumso,5.521559,-1.6971575,274.0,village/town/hamlet,10,18.49,True,MASA
Patoako,5.3125143,-1.1070898,872.0,village/town/hamlet,1,13.25,True,MASA
Patoako,5.3508626,-1.1086518,289.0,village/town/hamlet,1,17.27,True,MASA
Patriensa,6.5390453,-1.4556835,466.0,village/town/hamlet,26,57.84,True,Zipline
Patriensa,6.6619572,-1.1789403,69186.0,village/town/hamlet,26,49.25,True,Zipline
Patuda,7.6593896,-1.0380015,403.0,village/town/hamlet,26,77.41,True,Zipline
Patunso,5.7697741,-2.5682593,187.0,village/town/hamlet,28,46.76,True,Zipline
Pawa akyode,8.4422487,0.5639068,859.0,village/town/hamlet,13,28.13,True,MASA
Pawudu,6.0614767,-1.2064257,1146.0,village/town/hamlet,-1,-1.0,False,Aucun
Pechinaboi,10.1525508,0.1345128,224.0,village/town/hamlet,22,15.63,True,MASA
Pedu,5.1284908,-1.2767539,22466.0,suburb,1,25.84,True,MASA
Peduase,5.8051892,-0.1837742,3723.0,village/town/hamlet,25,52.88,True,Zipline
Pejoli,9.4566862,0.4782895,1578.0,village/town/hamlet,-1,-1.0,False,Aucun
Peki,6.5231138,0.2274513,6312.0,village/town/hamlet,29,8.14,True,Zipline
Peki New Adzek,6.6222658,0.3094448,1432.0,village/town/hamlet,29,22.02,True,Zipline
Peki-Sanga,6.4322131,0.1905119,842.0,village/town/hamlet,29,6.98,True,Zipline
Pekyerekye,6.7160312,-1.1723846,1069.0,village/town/hamlet,26,44.38,True,Zipline
Pekyi,6.4449505,-0.177463,759.0,village/town/hamlet,29,37.87,True,Zipline
Pelema,7.9256722,0.2918089,845.0,village/town/hamlet,30,36.4,True,Zipline
Pelungu,10.7985101,-0.6966283,2114.0,village/town/hamlet,27,51.55,True,Zipline
Pemenase,6.5251259,-1.3111988,1121.0,village/town/hamlet,26,59.43,True,Zipline
Pemeso,5.6216066,-1.9187729,340.0,village/town/hamlet,6,28.55,True,MASA
Pempemso,6.3191428,-0.3643486,394.0,village/town/hamlet,25,15.8,True,Zipline
Penakrom,6.2025501,-2.4438045,1622.0,village/town/hamlet,28,5.05,True,Zipline
Penakukura,5.8293702,-0.5749556,535.0,village/town/hamlet,25,43.89,True,Zipline
Penewotirim,6.6640185,-2.3654531,452.0,village/town/hamlet,28,55.19,True,Zipline
Peniama,5.8544948,-0.5830315,430.0,village/town/hamlet,25,41.57,True,Zipline
Penim,5.7071002,-0.5903653,279.0,village/town/hamlet,25,57.37,True,Zipline
Peninamisa,7.8354122,-1.7946358,1448.0,village/town/hamlet,12,0.21,True,MASA
Penipa,6.3437219,-1.6799158,3858.0,village/town/hamlet,-1,-1.0,False,Aucun
Penipa,6.3780921,-1.6036619,486.0,village/town/hamlet,26,78.98,True,Zipline
Penkyiri,6.1553234,-0.1697007,604.0,village/town/hamlet,25,31.02,True,Zipline
Pensanom,5.6820249,-2.3098125,369.0,village/town/hamlet,28,58.86,True,Zipline
Penteng,6.8380564,-1.6775662,3916.0,village/town/hamlet,26,40.23,True,Zipline
Penteng,7.0961429,-1.4504306,784.0,village/town/hamlet,26,8.53,True,Zipline
Penya,5.9942064,0.4666212,152.0,village/town/hamlet,29,64.43,True,Zipline
Pepaase,7.4917604,-2.5752948,526.0,village/town/hamlet,16,25.43,True,MASA
Pepe Pit,5.3356662,-2.0029498,96.0,locality,6,7.64,True,MASA
Peposo,5.3297275,-2.1459671,202.0,village/town/hamlet,6,23.05,True,MASA
Peprakurom,6.9878126,-2.754221,213.0,village/town/hamlet,-1,-1.0,False,Aucun
Pepre Point,4.8562929,-2.2455742,2474.0,suburb,17,15.02,True,MASA
Peraso,6.3297172,-2.253822,4532.0,village/town/hamlet,28,30.33,True,Zipline
Pesewkrom,6.5733352,-2.4856937,644.0,village/town/hamlet,28,43.51,True,Zipline
Petefuo,6.5902101,-0.231936,405.0,village/town/hamlet,29,45.02,True,Zipline
Petepom,5.5449715,-1.9956368,1641.0,village/town/hamlet,6,20.82,True,MASA
Peterkrom,5.7355517,-1.8110758,151.0,village/town/hamlet,-1,-1.0,False,Aucun
Peterkrom,6.8852368,-2.7718216,474.0,village/town/hamlet,-1,-1.0,False,Aucun
Peteyiri,10.5304768,-2.7631903,910.0,village/town/hamlet,19,29.03,True,MASA
Pewodee,6.8918855,-2.1163008,289.0,village/town/hamlet,-1,-1.0,False,Aucun
Pewodeɛ,6.8255179,-3.1872485,244.0,village/town/hamlet,23,10.94,True,MASA
Pewodie,5.4884098,-1.5424311,1576.0,village/town/hamlet,10,1.08,True,MASA
Pewodie,6.0940701,-2.2858564,427.0,village/town/hamlet,28,24.04,True,Zipline
Pewodie,6.1597973,-1.5078514,315.0,village/town/hamlet,-1,-1.0,False,Aucun
Pewodie,7.8929246,-1.956482,336.0,village/town/hamlet,12,18.91,True,MASA
Pianyina,7.6260004,-1.4154232,384.0,village/town/hamlet,21,18.96,True,MASA
Piase,6.5876958,-1.4513172,1113.0,village/town/hamlet,26,52.41,True,Zipline
Piengwa Dawa,6.4114924,-0.1356393,1069.0,village/town/hamlet,29,34.04,True,Zipline
Pig Farm,5.5995371,-0.202193,75341.0,neighbourhood,25,72.3,True,Zipline
Pigry,5.5916089,-1.479241,8.0,village/town/hamlet,10,12.69,True,MASA
Pigu,9.9809492,-0.824146,1672.0,village/town/hamlet,27,40.77,True,Zipline
Piina,10.8371417,-2.6445669,2448.0,village/town/hamlet,-1,-1.0,False,Aucun
Piisi,9.9673103,-2.4603285,1463.0,village/town/hamlet,7,12.76,True,MASA
Pillars,6.4676766,-0.3566265,411.0,isolated_dwelling,25,31.08,True,Zipline
Pimbehwe,7.2985721,-1.2237123,151.0,village/town/hamlet,26,32.48,True,Zipline
Pina,10.8874226,-1.7490438,597.0,village/town/hamlet,-1,-1.0,False,Aucun
Pinihin,7.657683,-1.7345577,1651.0,village/town/hamlet,12,20.7,True,MASA
