Village,Latitude,Longitude,Population,Place_Type,Hub_ID,Dist_hub_km,Covered,Operateur
Aboagyekrom,6.4703931,-2.6705695,773.0,village/town/hamlet,28,38.09,True,Zipline
Aboakurom,5.8989588,-0.52508,483.0,village/town/hamlet,25,34.88,True,Zipline
Aboamakurom,6.6605475,-0.4467675,319.0,village/town/hamlet,25,50.91,True,Zipline
Aboasa,6.2967167,0.1338503,1455.0,village/town/hamlet,29,21.56,True,Zipline
Aboase,5.3063437,-1.1268,2252.0,village/town/hamlet,1,13.75,True,MASA
Aboaso,6.0017966,-1.1929896,1560.0,village/town/hamlet,-1,-1.0,False,Aucun
Aboaso,6.6197104,-1.5384936,3075.0,village/town/hamlet,26,51.21,True,Zipline
Aboaso,6.8093475,-1.5381264,2423.0,village/town/hamlet,26,32.05,True,Zipline
Aboaso,6.9354518,-1.6853862,7337.0,village/town/hamlet,26,35.65,True,Zipline
Abobiri,6.0434092,-0.548854,430.0,village/town/hamlet,25,21.04,True,Zipline
Aboboi,5.5659577,-1.5835708,343.0,village/town/hamlet,10,10.06,True,MASA
Abodiem,6.5216884,-2.259754,446.0,village/town/hamlet,28,45.21,True,Zipline
Abodo,5.2553403,-1.3369095,3574.0,village/town/hamlet,-1,-1.0,False,Aucun
Abodom,5.53079,-0.8221508,7835.0,village/town/hamlet,4,24.98,True,MASA
Abodom,5.5622123,-1.6024482,411.0,village/town/hamlet,10,11.05,True,MASA
Abodom,6.391698,-1.058334,1090.0,village/town/hamlet,25,70.84,True,Zipline
Abodom,6.4236657,-1.8133936,1273.0,village/town/hamlet,28,78.89,True,Zipline
Abodom,6.4361731,-1.5336768,4261.0,village/town/hamlet,26,70.67,True,Zipline
Aboduam,6.2116122,-2.4601301,2843.0,village/town/hamlet,28,4.25,True,Zipline
Abofour,7.1349599,-1.7318724,4402.0,village/town/hamlet,26,39.25,True,Zipline
Abofrem,6.5183348,-2.3432926,920.0,village/town/hamlet,28,40.52,True,Zipline
Abofu,5.6167842,-0.2246882,63960.0,suburb,25,69.61,True,Zipline
Aboi-Nkwanta,5.7697458,-2.4893607,122.0,village/town/hamlet,28,45.84,True,Zipline
Abokobi,5.7327601,-0.2059142,6750.0,village/town/hamlet,25,58.62,True,Zipline
Abokyea,5.7726347,-2.744447,816.0,village/town/hamlet,28,53.84,True,Zipline
Abokyi,5.4922171,-1.27049,616.0,village/town/hamlet,10,29.06,True,MASA
Abokyi,5.935536,-0.5820769,253.0,village/town/hamlet,25,33.29,True,Zipline
Abokyi,6.4341241,-0.7433099,240.0,village/town/hamlet,25,41.72,True,Zipline
Abokyikrom,6.6084811,-2.0793552,1360.0,village/town/hamlet,28,65.22,True,Zipline
Abokyikurom,5.8451119,-0.4960813,489.0,village/town/hamlet,25,40.14,True,Zipline
Abokyikurom,6.5261504,-0.9343502,564.0,isolated_dwelling,25,64.84,True,Zipline
Abokyikurom,6.6733031,-0.9195337,1444.0,village/town/hamlet,26,66.66,True,Zipline
Abom,6.5494577,-1.7177725,464.0,village/town/hamlet,26,67.08,True,Zipline
Aboma,6.1057981,-0.1645225,214.0,village/town/hamlet,25,32.95,True,Zipline
Aboman,5.7270168,-0.1967642,7385.0,village/town/hamlet,25,59.65,True,Zipline
Abomasarefo,7.1206081,-0.0120724,1187.0,village/town/hamlet,29,72.88,True,Zipline
Abomosu,6.3025221,-0.7252218,8307.0,village/town/hamlet,25,32.78,True,Zipline
Abompe,6.2004535,-0.8797807,1149.0,village/town/hamlet,25,47.93,True,Zipline
Abompe,6.3792307,-0.4778773,2575.0,village/town/hamlet,25,19.94,True,Zipline
Abompe,6.7438582,-1.9269621,407.0,village/town/hamlet,26,69.03,True,Zipline
Abompekurom,6.2171381,-1.6738117,11644.0,suburb,-1,-1.0,False,Aucun
Abomposu,6.2594709,-1.5916121,319.0,village/town/hamlet,-1,-1.0,False,Aucun
Abon,6.8613662,-0.4513434,155.0,village/town/hamlet,25,73.24,True,Zipline
Abon,6.8746698,-0.4413046,1108.0,village/town/hamlet,25,74.72,True,Zipline
Abonko,5.2391792,-1.0293553,6113.0,village/town/hamlet,1,4.86,True,MASA
Abonku,5.3939182,-0.7695878,771.0,village/town/hamlet,4,13.44,True,MASA
Abono,6.5351065,-1.4301852,924.0,village/town/hamlet,26,57.96,True,Zipline
Abonse,5.9978851,-0.0213664,666.0,village/town/hamlet,25,52.2,True,Zipline
Abonse,6.4145902,-2.6158268,484.0,village/town/hamlet,28,29.66,True,Zipline
Abonsuaso,6.8238159,-2.2237154,2187.0,village/town/hamlet,28,76.96,True,Zipline
Abor,5.2918527,-0.9502975,4030.0,village/town/hamlet,1,15.23,True,MASA
Abor,6.0625442,0.86207,6907.0,village/town/hamlet,9,14.43,True,MASA
Abora,4.9076447,-2.0511711,1781.0,locality,-1,-1.0,False,Aucun
Abora,6.0625895,-1.9810981,993.0,village/town/hamlet,28,57.22,True,Zipline
Abore,5.8687028,-0.5317077,432.0,isolated_dwelling,25,38.32,True,Zipline
Aborgwe,5.535046,-0.2452612,80912.0,suburb,25,77.5,True,Zipline
Aborlove Nolopi,6.0349516,0.9237903,1398.0,village/town/hamlet,9,7.94,True,MASA
Aborodwom,6.5223197,-1.4399292,301.0,village/town/hamlet,26,59.48,True,Zipline
Abortia Dorfor,6.2244596,0.1214209,732.0,village/town/hamlet,29,29.71,True,Zipline
Aborweseso,5.5432633,-1.2861836,697.0,village/town/hamlet,10,27.93,True,MASA
Abosamso,6.3150505,-1.4141401,2389.0,village/town/hamlet,-1,-1.0,False,Aucun
Abosikurom,6.2573779,-0.9888916,351.0,village/town/hamlet,25,60.3,True,Zipline
Aboso,5.362385,-1.949832,8790.0,village/town/hamlet,6,1.05,True,MASA
Aboso,5.6176218,-1.5157531,463.0,village/town/hamlet,10,14.23,True,MASA
Abossey Okai,5.5591011,-0.2336242,76189.0,suburb,25,75.33,True,Zipline
Abotakyi,5.9241319,-0.1309926,4589.0,village/town/hamlet,25,46.63,True,Zipline
Abotanso,6.8883916,-1.2878819,822.0,village/town/hamlet,26,21.38,True,Zipline
Abotanso,6.9349552,-2.0647511,793.0,village/town/hamlet,26,76.14,True,Zipline
Abotanso,7.0799542,-0.0939405,1723.0,village/town/hamlet,29,71.6,True,Zipline
Abotanso No.1,7.07851,-0.09235,1514.0,neighbourhood,29,71.39,True,Zipline
Abotanso No.2,7.0828,-0.095,1719.0,neighbourhood,29,71.94,True,Zipline
Abotanso No.3,7.0794,-0.0979,1490.0,neighbourhood,29,71.72,True,Zipline
Abotareye,7.8694198,-2.0364726,203.0,village/town/hamlet,12,26.84,True,MASA
Aboterɛ Yɛ,5.9393459,-2.668103,345.0,village/town/hamlet,28,33.77,True,Zipline
Abotre,6.7845858,-0.5418947,918.0,village/town/hamlet,25,65.56,True,Zipline
Abotriansa,6.7646923,-0.9094459,157.0,village/town/hamlet,26,61.64,True,Zipline
Abouhia,6.7470441,-1.6506223,69201.0,suburb,26,45.0,True,Zipline
Abountem,7.4750536,-1.6993534,1246.0,village/town/hamlet,26,58.18,True,Zipline
Abour,7.6084567,-1.1207932,303.0,village/town/hamlet,26,68.16,True,Zipline
Abouso-Jerusalem,6.9297316,-2.7888184,362.0,village/town/hamlet,-1,-1.0,False,Aucun
Abowinum,5.3875133,-0.9838114,3762.0,village/town/hamlet,1,21.86,True,MASA
Aboy Poultry Farm,10.5131352,-0.3677845,4730.0,farm,27,51.1,True,Zipline
Abrabra,6.3017287,-2.6078649,693.0,village/town/hamlet,28,19.06,True,Zipline
Abrade,6.1114217,-1.1888709,626.0,village/town/hamlet,-1,-1.0,False,Aucun
Abrade,6.8154819,-1.5699479,463.0,village/town/hamlet,26,33.48,True,Zipline
Abrafo Odumase,5.3351566,-1.3810645,916.0,village/town/hamlet,10,24.14,True,MASA
Abrakaso,6.9285516,-1.509279,3651.0,village/town/hamlet,26,19.56,True,Zipline
Abrankese,6.5506036,-1.4811909,1870.0,village/town/hamlet,26,57.02,True,Zipline
Abransa,5.078366,-1.5388799,3630.0,village/town/hamlet,3,25.13,True,MASA
Abrefakrom,7.4747819,-2.1701509,1309.0,village/town/hamlet,5,0.99,True,MASA
Abrekum,5.3079715,-0.7123304,1494.0,village/town/hamlet,4,11.34,True,MASA
Abrem,5.1863369,-1.4267674,3189.0,village/town/hamlet,-1,-1.0,False,Aucun
Abrem Berase,5.1901898,-1.3951965,1906.0,village/town/hamlet,-1,-1.0,False,Aucun
Abremponsu,6.3228991,-0.2436277,532.0,village/town/hamlet,25,26.08,True,Zipline
Abrense,6.499522,-1.8314188,577.0,village/town/hamlet,26,78.95,True,Zipline
Abrense,7.0173683,-2.4544935,382.0,village/town/hamlet,8,16.73,True,MASA
Abrepo,6.7272682,-1.6542739,76845.0,suburb,26,46.95,True,Zipline
Abresekurom,6.9903627,-2.6850291,344.0,village/town/hamlet,-1,-1.0,False,Aucun
Abreshia,5.1331184,-1.4239953,2552.0,village/town/hamlet,-1,-1.0,False,Aucun
Abrobiano,5.0423322,-1.5328166,2293.0,village/town/hamlet,3,23.37,True,MASA
Abrobuasen,6.0344114,-1.8825755,241.0,village/town/hamlet,28,68.54,True,Zipline
Abrodease,6.5501368,-1.8224133,973.0,village/town/hamlet,26,73.98,True,Zipline
Abrofow,5.4136422,-0.9367062,4944.0,village/town/hamlet,1,26.75,True,MASA
Abrokofe,6.3868947,-2.8904672,358.0,village/town/hamlet,28,50.32,True,Zipline
Abroma,6.9744089,-1.6084995,7635.0,village/town/hamlet,26,26.17,True,Zipline
Abronehia,6.0860018,-2.9243037,963.0,village/town/hamlet,28,49.78,True,Zipline
Abrongo,8.1268101,-0.2220999,603.0,village/town/hamlet,30,43.23,True,Zipline
Abronye,7.4956058,-2.2694814,458.0,village/town/hamlet,5,10.72,True,MASA
Abroso No.1,7.2047916,-2.5928787,545.0,village/town/hamlet,8,21.4,True,MASA
Abrowogum,5.4961952,-1.0637856,1171.0,village/town/hamlet,-1,-1.0,False,Aucun
Abrubruwa,7.9369167,0.5403144,1069.0,village/town/hamlet,30,62.82,True,Zipline
Abua,6.2210066,-0.2635056,513.0,village/town/hamlet,25,20.3,True,Zipline
Abuaben,6.4751455,-0.7806268,503.0,village/town/hamlet,25,47.79,True,Zipline
Abuakwa,5.6273864,-0.5896166,314.0,village/town/hamlet,4,27.45,True,MASA
Abuakwa,6.6985948,-1.7145056,12912.0,village/town/hamlet,26,53.72,True,Zipline
Abuakwa Breman,5.9562191,-1.751991,1430.0,village/town/hamlet,-1,-1.0,False,Aucun
Abuakwa Nkwanta,5.9408893,-1.7634706,937.0,village/town/hamlet,-1,-1.0,False,Aucun
Abuakwaa,6.2997293,-1.838496,861.0,village/town/hamlet,28,72.6,True,Zipline
Abuam,6.7501918,-0.8072993,229.0,village/town/hamlet,26,72.24,True,Zipline
Abuanokope,5.792658,0.4261386,3346.0,village/town/hamlet,-1,-1.0,False,Aucun
Abuasa,6.3955049,-0.1235533,705.0,village/town/hamlet,29,33.26,True,Zipline
Abuasu,7.3963911,-1.7094617,645.0,village/town/hamlet,26,52.18,True,Zipline
Abuatsian,6.455121,-0.1866791,475.0,village/town/hamlet,29,38.76,True,Zipline
Abude,6.4262853,-0.1266056,427.0,village/town/hamlet,29,32.68,True,Zipline
Abudo-kura,7.0782123,-0.1008028,1122.0,village/town/hamlet,29,71.73,True,Zipline
Abuenu,5.2223427,-1.2635618,729.0,village/town/hamlet,1,23.04,True,MASA
Abuesi,4.982963,-1.6370059,11979.0,village/town/hamlet,3,10.08,True,MASA
Abujuro,7.8776241,-0.0017091,871.0,village/town/hamlet,30,8.92,True,Zipline
Abukyenso,5.9211809,-0.6891086,335.0,village/town/hamlet,25,41.25,True,Zipline
Abunyanya,8.5554881,0.3692117,1456.0,village/town/hamlet,13,8.99,True,MASA
Abuom,6.6179823,-2.7039682,1191.0,village/town/hamlet,28,54.21,True,Zipline
Abuom,7.1564483,-2.0839959,938.0,village/town/hamlet,26,77.9,True,Zipline
Abuontem,6.588436,-1.5652723,4814.0,village/town/hamlet,26,55.49,True,Zipline
Abuontem,7.1529545,-1.3940844,1065.0,village/town/hamlet,26,10.99,True,Zipline
Abuoso,6.51736,-0.2692139,833.0,village/town/hamlet,25,40.08,True,Zipline
Abuoso,6.5227613,-1.5399614,668.0,village/town/hamlet,26,61.54,True,Zipline
Abura,5.3103937,-0.7698124,356.0,village/town/hamlet,4,15.95,True,MASA
Abura Dunkwa,5.3403473,-1.1712848,10459.0,village/town/hamlet,1,19.75,True,MASA
Abura Gyabankrom,5.2839093,-1.1173493,2492.0,village/town/hamlet,1,11.11,True,MASA
Abura Tetsi,5.3499314,-1.1585154,3499.0,village/town/hamlet,1,19.73,True,MASA
Aburaso,6.6090956,-0.4371813,630.0,village/town/hamlet,25,45.2,True,Zipline
Aburaso,6.6597129,-1.6739169,20298.0,village/town/hamlet,26,54.23,True,Zipline
Aburaso,6.9318773,-1.9041192,963.0,village/town/hamlet,26,58.84,True,Zipline
Aburi,5.8474757,-0.1752664,18399.0,village/town/hamlet,25,49.58,True,Zipline
Aburi,6.2732343,-2.0633092,653.0,village/town/hamlet,28,47.65,True,Zipline
Aburi Amanase,5.9763283,-0.5888119,913.0,village/town/hamlet,25,29.7,True,Zipline
Aburokyire,6.7057393,-1.9422063,212.0,village/town/hamlet,26,72.67,True,Zipline
Aburokyire,7.0736872,-1.7138433,361.0,village/town/hamlet,26,36.3,True,Zipline
Abusuakruwa,6.7326808,-1.6410238,95113.0,suburb,26,45.57,True,Zipline
Abutia,6.5103224,0.3721511,2098.0,village/town/hamlet,29,23.29,True,Zipline
Abutia,6.5418962,0.446727,680.0,village/town/hamlet,29,31.96,True,Zipline
Abutiakope,5.90481,0.9886934,18077.0,village/town/hamlet,9,16.82,True,MASA
Accra,5.5571096,-0.2012376,2388000.0,city,25,76.73,True,Zipline
Accra Central,5.545953,-0.2073911,68142.0,suburb,25,77.66,True,Zipline
Accra New Town,5.5850503,-0.2107677,85147.0,suburb,25,73.45,True,Zipline
Accra Village,6.4019026,-0.5930689,544.0,village/town/hamlet,25,27.46,True,Zipline
Acheakwao,6.5563854,-2.9397191,117.0,village/town/hamlet,28,65.3,True,Zipline
Acheampong Beposo,6.5344233,-2.5642347,581.0,village/town/hamlet,28,40.17,True,Zipline
Acherensua,6.9793867,-2.294622,4484.0,village/town/hamlet,8,23.39,True,MASA
Achiachen,6.3790187,-2.6726798,915.0,village/town/hamlet,28,30.21,True,Zipline
Achiase,5.2929672,-1.3084205,62.0,village/town/hamlet,1,29.6,True,MASA
Achiase,5.5090269,-0.7370952,6138.0,village/town/hamlet,4,16.7,True,MASA
Achiase,5.8354534,-0.9966928,30290.0,village/town/hamlet,25,73.3,True,Zipline
Achiase,6.4544121,-1.3129529,2915.0,village/town/hamlet,26,67.21,True,Zipline
Achiase,6.7815189,-1.6824866,5123.0,village/town/hamlet,26,44.68,True,Zipline
Achiase Wansamire,6.6715173,-2.3055594,322.0,village/town/hamlet,28,57.91,True,Zipline
Achiasewa,5.9566275,-1.2598175,525.0,village/town/hamlet,-1,-1.0,False,Aucun
Achiasi,5.4212889,-0.8340746,673.0,village/town/hamlet,4,20.9,True,MASA
Achiasi,6.3007583,-1.6631144,1140.0,village/town/hamlet,-1,-1.0,False,Aucun
Achimfo,5.782943,-2.7253737,1181.0,village/town/hamlet,28,51.75,True,Zipline
Achimota,5.6242019,-0.2276807,22767.0,village/town/hamlet,25,68.72,True,Zipline
Achinakrom,6.6613054,-1.468128,2674.0,village/town/hamlet,26,44.66,True,Zipline
Achowa Point,4.7600418,-1.9753069,194.0,locality,-1,-1.0,False,Aucun
Achubunyur,9.1189044,-1.6595094,286.0,village/town/hamlet,14,17.91,True,MASA
Acquahkrom,5.7213536,-1.6620912,340.0,village/town/hamlet,10,29.34,True,MASA
Acquai Allah,5.8831178,-2.6647939,590.0,village/town/hamlet,28,38.76,True,Zipline
Ada,5.9169853,-0.5699183,653.0,village/town/hamlet,25,34.59,True,Zipline
Ada Boreso,7.3366714,-2.4622167,204.0,village/town/hamlet,8,20.72,True,MASA
Ada Foah,5.781638,0.633197,11762.0,village/town/hamlet,-1,-1.0,False,Aucun
Ada Kasseh,5.8975075,0.5219015,15538.0,village/town/hamlet,29,76.79,True,Zipline
Adaa,5.3593563,-0.8397581,2774.0,village/town/hamlet,4,21.42,True,MASA
Adaa,7.2450603,-1.8520079,934.0,village/town/hamlet,26,55.66,True,Zipline
Adaakwa,6.0903335,-0.438686,969.0,village/town/hamlet,25,12.52,True,Zipline
Adaase,5.5375411,-1.6706018,794.0,village/town/hamlet,10,16.09,True,MASA
Adaase,6.2458728,-1.7008848,794.0,village/town/hamlet,-1,-1.0,False,Aucun
Adaboi,6.0919261,-1.9852972,523.0,village/town/hamlet,28,56.09,True,Zipline
Adabokrom,6.8216033,-3.0193788,1615.0,village/town/hamlet,23,19.65,True,MASA
Adaboso,6.4034534,0.2006963,256.0,village/town/hamlet,29,10.36,True,Zipline
Adabraka,5.5624581,-0.2128919,36510.0,suburb,25,75.72,True,Zipline
Adadeentam No.1,5.5364289,-1.2378073,352.0,village/town/hamlet,-1,-1.0,False,Aucun
Adadeentam No.2,5.5319598,-1.2446952,408.0,village/town/hamlet,-1,-1.0,False,Aucun
Adadeentam No.3,5.5305502,-1.2484449,374.0,village/town/hamlet,-1,-1.0,False,Aucun
Adadeentam No.4,5.5369255,-1.2540937,331.0,village/town/hamlet,-1,-1.0,False,Aucun
Adadekrom,6.429617,-0.9589863,755.0,village/town/hamlet,25,62.04,True,Zipline
Adadie,6.6542515,-0.926028,260.0,isolated_dwelling,26,67.48,True,Zipline
Adadiem,8.082682,-2.5519424,2210.0,village/town/hamlet,-1,-1.0,False,Aucun
Adadientam,6.1678143,-0.5761814,2894.0,village/town/hamlet,25,14.88,True,Zipline
Adadientem,6.7146045,-1.4283299,5105.0,village/town/hamlet,26,38.09,True,Zipline
Adafienu,6.0911635,1.1369958,6025.0,village/town/hamlet,9,16.46,True,MASA
Adagya,6.616831,-1.5824183,17413.0,village/town/hamlet,26,53.3,True,Zipline
Adagya No.1,6.8766623,-1.419189,85.0,village/town/hamlet,26,20.12,True,Zipline
Adagya No.2,6.8793438,-1.4165524,98.0,village/town/hamlet,26,19.78,True,Zipline
Adagyamem,7.2730581,-2.0855563,474.0,village/town/hamlet,5,25.28,True,MASA
Adahoma,6.603074,-0.6955665,812.0,village/town/hamlet,25,52.36,True,Zipline
Adakabo,5.6545644,-1.5589777,50.0,village/town/hamlet,10,18.43,True,MASA
Adaklu,6.5763679,0.5867124,516.0,village/town/hamlet,29,47.87,True,Zipline
Adaklu Abuadi,6.497082,0.5136878,695.0,village/town/hamlet,29,38.81,True,Zipline
Adaklu Agblefe,6.5047847,0.4882434,632.0,village/town/hamlet,29,36.03,True,Zipline
Adaklu Ahunda (Hpodzi),6.2994147,0.5469561,927.0,village/town/hamlet,29,47.4,True,Zipline
Adaklu Ahunda Boso,6.2917453,0.5451214,1105.0,village/town/hamlet,29,47.61,True,Zipline
Adaklu Anfoe,6.4643305,0.6409075,548.0,village/town/hamlet,29,52.93,True,Zipline
Adaklu Goefe,6.5150354,0.4983179,1289.0,village/town/hamlet,29,37.22,True,Zipline
Adaklu Hasu,6.4884761,0.4893367,320.0,village/town/hamlet,29,36.11,True,Zipline
Adaklu Hehepkoe,6.393518,0.5258877,313.0,village/town/hamlet,29,41.52,True,Zipline
Adaklu Helekpe,6.4891586,0.4893861,309.0,village/town/hamlet,29,36.12,True,Zipline
Adaklu Kodiabe,6.4900443,0.5016264,378.0,village/town/hamlet,29,37.47,True,Zipline
Adaklu Komlakofe,6.4898427,0.5096572,661.0,village/town/hamlet,29,38.36,True,Zipline
Adaklu Sikama,6.4808624,0.4956544,426.0,village/town/hamlet,29,36.82,True,Zipline
Adaklu Sofa,6.3859625,0.644901,841.0,village/town/hamlet,29,54.51,True,Zipline
Adaklu Tokor,6.4896091,0.5096716,661.0,village/town/hamlet,29,38.36,True,Zipline
Adaklu Tsrefe,6.5089031,0.4959337,1186.0,village/town/hamlet,29,36.91,True,Zipline
Adaklu Waya,6.4470511,0.6286474,1063.0,village/town/hamlet,29,51.71,True,Zipline
Adako Jachie,6.723451,-1.5105879,6907.0,village/town/hamlet,26,39.32,True,Zipline
Adakordzi,5.7748481,0.8162606,1970.0,village/town/hamlet,-1,-1.0,False,Aucun
Adakuma,5.8649784,-0.9328052,1356.0,village/town/hamlet,25,65.62,True,Zipline
Adakyi,6.6237308,-0.3954381,289.0,village/town/hamlet,25,47.15,True,Zipline
Adamakrom,7.338,-2.1208146,373.0,isolated_dwelling,5,17.15,True,MASA
Adamo Kura,8.0244993,0.0555137,411.0,isolated_dwelling,30,26.27,True,Zipline
Adamorobe,5.8290207,-0.142782,2491.0,village/town/hamlet,25,53.41,True,Zipline
Adampase,6.5209499,-0.772782,1268.0,village/town/hamlet,25,50.55,True,Zipline
Adamsu,7.743899,-2.8092447,3422.0,village/town/hamlet,16,17.73,True,MASA
Adamu,5.8133913,-0.7558865,263.0,village/town/hamlet,25,55.2,True,Zipline
Adamukurom,5.8177802,-0.3463925,48885.0,village/town/hamlet,25,44.2,True,Zipline
Adankrono,6.0821534,-0.8294258,30233.0,village/town/hamlet,25,44.44,True,Zipline
Adankwame,6.800603,-1.7136624,3440.0,village/town/hamlet,26,45.93,True,Zipline
Adansi Anhwiaso,6.1446019,-1.4704986,3408.0,village/town/hamlet,-1,-1.0,False,Aucun
Adansi Asokwa,6.2467263,-1.50841,4639.0,village/town/hamlet,-1,-1.0,False,Aucun
Adansi Kyekyewere,6.2431687,-1.668447,6950.0,village/town/hamlet,-1,-1.0,False,Aucun
Adansi Praso,5.9361626,-1.368052,4190.0,village/town/hamlet,-1,-1.0,False,Aucun
Adansua,6.600451,-0.882649,946.0,village/town/hamlet,25,65.44,True,Zipline
Adantia,7.3881972,-2.2869882,2039.0,village/town/hamlet,5,16.41,True,MASA
Adanwomase,6.8125318,-1.4756719,700.0,village/town/hamlet,26,28.69,True,Zipline
Adape,8.6757533,-1.673272,146.0,village/town/hamlet,24,16.64,True,MASA
Adaprase,7.9507039,-1.2592893,4146.0,village/town/hamlet,21,21.07,True,MASA
Adaribea,10.3622622,-0.292173,261.0,village/town/hamlet,27,55.96,True,Zipline
Adarkwaa,6.6126567,-0.5680703,314.0,village/town/hamlet,25,47.53,True,Zipline
Adasawase,6.4093534,-0.5166444,3833.0,village/town/hamlet,25,24.26,True,Zipline
Adasimase,5.6930678,-0.6968276,697.0,village/town/hamlet,25,63.08,True,Zipline
Adasua,6.5760929,-0.867652,301.0,village/town/hamlet,25,62.39,True,Zipline
Adausena,6.3475114,-1.0522898,6362.0,village/town/hamlet,25,68.9,True,Zipline
Adawso,5.9510107,-0.2141938,5323.0,village/town/hamlet,25,37.96,True,Zipline
Adawso,6.7152783,-0.5097617,1462.0,village/town/hamlet,25,57.43,True,Zipline
Adawukwao,5.6703633,-0.5181955,4779.0,village/town/hamlet,25,59.73,True,Zipline
Adayili,9.6854819,-0.9732813,745.0,village/town/hamlet,27,75.87,True,Zipline
Adayili,9.8012369,-0.9477316,1158.0,village/town/hamlet,27,62.71,True,Zipline
Adayiri,9.7222255,-1.252031,90.0,village/town/hamlet,-1,-1.0,False,Aucun
Addaekrom,6.5288269,-2.2894819,526.0,village/town/hamlet,28,44.18,True,Zipline
Addaikro,7.7751179,-1.269629,215.0,village/town/hamlet,21,7.13,True,MASA
Addo Nkwanta,5.9316638,-0.15895,826.0,village/town/hamlet,25,43.78,True,Zipline
Addo Nkwanta,6.1710323,-0.4260058,2100.0,village/town/hamlet,25,4.17,True,Zipline
Addo Nkwanta,7.6727732,0.324011,2117.0,village/town/hamlet,30,39.61,True,Zipline
Addogonno,5.6168453,-0.0916994,32828.0,suburb,25,76.03,True,Zipline
Addokope,5.8928331,0.494087,2775.0,village/town/hamlet,29,75.7,True,Zipline
Adeade,6.1829871,-2.0908876,555.0,village/town/hamlet,28,43.51,True,Zipline
Adeambra,7.9221335,-0.7016241,308.0,village/town/hamlet,30,77.15,True,Zipline
Adebiaweh Madovunu,5.969275,0.4255325,603.0,village/town/hamlet,29,64.64,True,Zipline
Adedenkpo,5.5438586,-0.2192545,67089.0,suburb,25,77.44,True,Zipline
Adedetsekope,5.9304218,0.4982257,1667.0,village/town/hamlet,29,72.31,True,Zipline
Adeemmbra,6.491227,-2.9441485,100.0,village/town/hamlet,28,61.34,True,Zipline
Adeemmra,6.5372668,-2.6087912,761.0,village/town/hamlet,28,41.82,True,Zipline
Adeemra,7.0604743,-0.0558924,4138.0,village/town/hamlet,29,68.02,True,Zipline
Adeesena,6.7637813,-1.5142867,784.0,village/town/hamlet,26,35.31,True,Zipline
Adeesu,7.5368314,-1.9978033,306.0,village/town/hamlet,5,20.22,True,MASA
Adeeyepena,6.6720245,-2.7232363,396.0,village/town/hamlet,28,60.54,True,Zipline
Adeeyepena,6.9875821,-2.764403,212.0,village/town/hamlet,-1,-1.0,False,Aucun
Adehemamota,6.6639362,-0.8744431,362.0,village/town/hamlet,25,69.78,True,Zipline
Adeiso,5.7971342,-0.4872364,14679.0,village/town/hamlet,25,45.32,True,Zipline
Adeito,6.4435992,-1.3882577,649.0,village/town/hamlet,26,67.93,True,Zipline
Adekesua,6.0954229,-1.1832736,819.0,village/town/hamlet,-1,-1.0,False,Aucun
Adelekezo,4.9450375,-2.19131,200.0,village/town/hamlet,17,18.19,True,MASA
Ademu,5.8848382,-0.5851896,523.0,village/town/hamlet,25,38.54,True,Zipline
Adenkrebi,5.7784854,-0.200074,1016.0,village/town/hamlet,25,54.46,True,Zipline
Adenkurom,5.843603,-1.1399174,271.0,village/town/hamlet,-1,-1.0,False,Aucun
Adenkyekye,6.9877247,-2.7437155,145.0,village/town/hamlet,-1,-1.0,False,Aucun
Adense,6.761544,-1.4945698,653.0,village/town/hamlet,26,34.73,True,Zipline
Adensi,7.7539261,-1.1256802,504.0,village/town/hamlet,21,23.12,True,MASA
Adensu,6.3707789,-0.1875508,394.0,village/town/hamlet,25,34.15,True,Zipline
Adenta,5.7042433,-0.1690967,96478.0,village/town/hamlet,25,63.33,True,Zipline
Adenta West,5.700344,-0.1854238,11748.0,suburb,25,62.87,True,Zipline
Adenya,5.9655616,-0.175851,994.0,village/town/hamlet,25,39.86,True,Zipline
Adenyasi,6.7064479,-1.5792713,50435.0,suburb,26,44.22,True,Zipline
Adesa,5.9086267,-0.309276,857.0,village/town/hamlet,25,36.03,True,Zipline
Adesawe,5.5751326,-0.1904094,66528.0,neighbourhood,25,75.3,True,Zipline
Adiakyi,6.9149521,-0.2490793,254.0,village/town/hamlet,29,65.69,True,Zipline
Adibo,9.3013271,0.0181119,1437.0,village/town/hamlet,15,2.08,True,MASA
Adidiso,6.0689966,-0.3521177,473.0,village/town/hamlet,25,18.14,True,Zipline
Adidome,6.0730516,0.5031509,8014.0,village/town/hamlet,29,59.6,True,Zipline
Adidwan,7.2526292,-1.4022002,1825.0,village/town/hamlet,26,22.11,True,Zipline
Adidwan,7.4547535,-1.1084207,217.0,village/town/hamlet,26,53.99,True,Zipline
Adie Kura,5.9672556,-0.9020081,460.0,village/town/hamlet,25,56.79,True,Zipline
Adiebeba,6.6640774,-1.6156527,67558.0,suburb,26,50.3,True,Zipline
Adiembra,5.1610033,-1.6087767,234.0,village/town/hamlet,3,27.73,True,MASA
Adiembra,5.5695829,-0.1537228,69685.0,neighbourhood,25,77.48,True,Zipline
Adiembra,5.6538861,-1.3348914,3876.0,village/town/hamlet,10,28.45,True,MASA
Adiembra,5.8090786,-0.7192954,996.0,village/town/hamlet,25,53.18,True,Zipline
Adiembra,6.6028299,-2.0381051,1568.0,village/town/hamlet,28,67.99,True,Zipline
